अ     a
अनुज्ञापत्र       anugyapatr
अनुज्ञापन     anugyapan
अनुज्ञापित  anugyapit
अनुज्ञाप्रद       anugyaprad
अनुज्ञाप्राप्त      anugyaprapt
अनुज्ञेय        anugyey
अनुतोष      anutosh
अनुत्तर   anutar
अनुत्तरदायी       anutardayi
अनुत्तरित     anutarit
अनुत्तीर्ण  anutirn
अनुत्तेजक     anutejak
अनुत्तेजनशील    anutejawshil
अनुत्पादकता       anutpadakata
अनुत्प्रेरित    anutprerit
अनुदत्त   anudat
अनुदर्शन        anudarshan
अनुदात्त        anudat
अनुदान      anudan
अनुदानों        anudanon
अनुदार      anudar
अनुदारता        anudarta
अनुदारपंथी  anudarpanthi
अनुदारवाद     anudarvad
अनुदारवादी  anudarvadi
अनुदित      anudit
अनुदेश      anudesh
अनुदेशक   anudeshak
अनुदेशन   anudeshan
अनुदेशात्मक       anudeshatmak
अनुदैर्घ्य  anudairghy
अनुदैर्ध्य  anudairdhy
अनुद्योग        anudyog
अनुद्योगी     anudyogi
अनुधावन   anudhavan
अनुधुगीकरण  anudhugikaran
अनुनय anuwy
अनुनयी      anuwyi
अनुनाद      anuwd
अनुनादक   anuwdak
अनुनादी   anuwdi
अनुपचारित     anupacharit
अनुपत anupat
अनुपद anupad
अनुपन anupan
अनुपम anupam
अनुपमता   anupamata
अनुपमा      anupama
अनुपयुक्त     anupayukt
अनुपयुक्तता       anupayuktata
अनुपयुक्त्त       anupayukt
अनुपयोग   anupayog
अनुपयोगिता  anupayogita
अनुपयोगी        anupayogi
अनुपर्णी        anuparni
अनुपलब्ध        anupalbdh
अनुपलब्धता  anupalbdhata
अनुपलभ्य        anupalbhy
अनुपस्थायी  anupasthayi
अनुपस्थित     anupsthit
अनुपस्थिति  anupsthiti
अनुपात      anupat
अनुपातहीन     anupathin
अनुपातहीनता       anupathiwta
अनुपातिक        anupatik
अनुपातित        anupatit
अनुपाती   anupati
अनुपातों        anupaton
अनुपालक   anupalak
अनुपालन   anupalan
अनुपूरक   anupurak
अनुपूरण   anupuran
अनुपूर्ति     anupurti
अनुप्रमाणन  anupramawn
अनुप्रमाणित       anupramanit
अनुप्रमाणित       anupramanit
अनुप्रयुक्त       anuprayukt
अनुप्रयोग     anuprayog
अनुप्रयोगी  anuprayogi
अनुप्रयोगों       anuprayogon
अनुप्रवाह     anupravah
अनुप्रस्थ     anuprasth
अनुप्राणन     anuprawn
अनुप्राणित  anupranit
अनुप्रास        anupras
अनुप्रेषण     anupreshan
अनुप्रेषित  anupreshit
अनुबंध      anubandh
अनुबंधक   anubandhak
अनुबंधित        anubandhit
अनुबंधों        anubandhon
अनुबन्ध   anubandh
अनुबोध      anubodh
अनुभव anubhav
अनुभवजन्य     anubhvajany
अनुभवहीन        anubhvahin
अनुभवहीनता  anubhvahiwta
अनुभवात्मक  anubhvatmak
अनुभवी      anubhavi
अनुभवों   anubhavon
अनुभाग      anubhag
अनुभागीय        anubhagiy
अनुभागों        anubhagon
अनुभूत      anubhut
अनुभूति   anubhuti
अनुभूतिक्षमता anubhutikshmta
अनुभूतियाँ  anubhutiyan
अनुभूतियों  anubhutiyun
अनुमंडल   anumandal
अनुमण्डल        anumandal
अनुमत anumat
अनुमति      anumati
अनुमतियाँ     anumatiyan
अनुममर्थन     anummarthan
अनुमस्तिष्क       anumstishk
अनुमान      anuman
अनुमानत   anumawt
अनुमानत   anumawt
अनुमानतः        anumantah
अनुमानित        anumanit
अनुमानी   anumani
अनुमानों        anumanun
अनुमार्गण     anumargan
अनुमित      anumit
अनुमिति   anumiti
अनुमेय      anumey
अनुमोदक   anumudak
अनुमोदन   anumudan
अनुमोदनकर्ता    anumudankarta
अनुमोदनार्थ       anumudanrth
अनुमोदनीय     anumudaniy
अनुमोदित        anumodit
अनुयाइयों     anuyaiyon
अनुयान      anuyan
अनुयायियों  anuyayiyon
अनुयायी   anuyayi
अनुयायीवर्ग       anuyayivarg
अनुयोक्ता     anuyokta
अनुयोगी   anuyogi
अनुयोजकता     anuyojakta
अनुयोजन   anuyojan
अनुयोजित        anuyojit
अनुरंजक   anuranjak
अनुरंजन   anuranjan
अनुरंजित        anuranjit
अनुरक्त   anurakt
अनुरक्ति        anurakti
अनुरक्षक        anurakshak
अनुरक्षण        anurakshan
अनुरक्षित     anurakshit
अनुराग      anurag
अनुरागहीन     anuragahin
अनुरागी   anuragi
अनुराधा   anuradha
अनुरुप      anurup
अनुरूप      anurup
अनुरूपण   anurupan
अनुरूपता        anurupata
अनुरेख      anurekh
अनुरेखक   anurekhak
अनुरेखण   anurekhan
अनुरेखन   anurekhan
अनुरोध      anurodh
अनुरोधों        anurodhon
अनुर्वरता     anurvarata
अनुलंब      anulamb
अनुलग्नक        anulagwk
अनुलग्नन        anulagwn
अनुलब्धियां       anulabdhiyan
अनुलवन      anulavan
अनुलिपि   anulipi
अनुलिपिकरण  anulipikaran
अनुलेख      anulekh
अनुलोम      anulom
अनुवर्तन        anuvartan
अनुवर्ती        anuvarte
अनुवर्त्ती  anuvarti
अनुवांशिक     anuvanshik
अनुवांशिकता       anuvanshikata
अनुवांशिकी  anuvanshiki
अनुवाद      anuvad
अनुवादक   anuvadak
अनुवादकों     anuvadakon
अनुवादनीय     anuvadaniy
अनुवादित        anuvadit
अनुवादी   anuvadi
अनुवादों        anuvadon
अनुवाद्य        anuvady
अनुवित्त        anuvit
अनुविभाग        anuvibhag
अनुविभागीय  anuvibhagiy
अनुशंसा   anushansa
अनुशंसित        anushansit
अनुशासक   anushasak
अनुशासन   anushasan
अनुशासनपूर्वक anushasanpurvak
अनुशासनप्रिय    anushasanpriy
अनुशासनबद्ध       anushasanbaddh
अनुशासनहीन  anushasanhin
अनुशासनहीनता    anushasanhiwta
अनुशासनात्मक    anushasawtmak
अनुशासनिक     anushasanik
अनुशासनों     anushasnon
अनुशासित        anushasit
अनुशास्ति     anushasti
अनुशिष्ट        anushisht
अनुशीर्षक     anushirshak
अनुशीलता        anushilata
अनुशीलन   anushilan
अनुशीलित        anushilit
अनुशोधन   anushodhan
अनुश्रवण        anushravan
अनुश्रुत        anushrut
अनुश्रुति     anushruti
अनुश्रुतियों    anushrutiyon
अनुश्रुतियों    anushrutiyon
अनुश्रोता     anushrota
अनुषंगियों  anushangiyon
अनुषंगी   anushngi
अनुषा anusha
अनुष्का   anushka
अनुष्टुप        anushtup
अनुष्ठाता     anushthata
अनुष्ठान        anushthan
अनुष्ठानकर्ता anushthankarta
अनुष्ठानों  anushthanon
अनुसंधान        anusandhan
अनुसंधानकर्ता anusandhankarta
अनुसंधानकर्ताओं   anusandhankartaon
अनुसंधानशाला    anusandhanshala
अनुसंधानी     anusandhani
अनुसंधानों  anusandhanon
अनुसंधायक     anusandhayak
अनुसंधित्सु       anusandhitsu
अनुसचिव   anusachiv
अनुसचिवीय     anusachiviy
अनुसमर्थन     anusamarthan
अनुसमर्थित  anusamarthit
अनुसरण      anusaran
अनुसरणकर्ता       anusarawkarta
अनुसरणीय        anusaraniy
अनुसार      anusar
अनुसारक   anusarak
अनुसारता        anusarata
अनुसारी   anusari
अनुसुइया        anusuiya
अनुसूचित        anusuchit
अनुसूचियों  anusuchiyun
अनुसूची   anusuchi
अनुसेवा   anuseva
अनुसेवी   anusevi
अनुस्खीय        anuskhiy
अनुस्मरण        anusmaran
अनुस्मारक     anusmarak
अनुस्मृति     anusmrti
अनुस्यूत        anusyut
अनुस्रोता     anusrota
अनुस्वाद        anusvad
अनुस्वार        anusvar
अनूठा anutha
अनूठी anuthi
अनूठे anuthe
अनूदित      anudit
अनूप    anup
अनूपपुर   anuppur
अनूपम anupam
अनूपशहर   anupshhar
अनूढ़ागमन        anudhagaman
अने       ane
अनेक    anek
अनेकता      anekata
अनेकवादी        anikvadi
अनेकानेक        anekanek
अनेको aneko
अनेकों      anekon
अनैकांतिक     awikantik
अनैच्छिक        awichchhik
अनैतिक      awitik
अनैतिकता        awitikata
अनैतिकतापूर्ण awitikatapurn
अनैतिकतापूर्वक      awitikatapurvak
अनैयायिक        awiyayik
अनोखा anokha
अनोखी anokhi
अनोखे anokhe
अनौखा awukha
अनौचित्य        awuchity
अनौपचारिक     awupacharik
अनौपचारिकता       awupacharikata
अन्जान      anjan
अन्डोरा   andora
अन्त    ant
अन्तःकरण        anthkaran
अन्तःकाष्ठ  anthkashth
अन्तःकेन्द्र    anthkendr
अन्तःकेन्द्रिक      anthkendrik
अन्तःक्षेपण       anthkshepan
अन्तःवासी     anthvasi
अन्तःसंगीत  anthsangit
अन्तकाल   antkal
अन्तगर्भाशायी antgarbhshayi
अन्तत antat
अन्ततः      antatah
अन्ततोगत्वा       anttogatva
अन्तर antar
अन्तरंग   antarang
अन्तरजाल        antarajal
अन्तरण      antaran
अन्तरराष्ट्रीय      antararashtriy
अन्तरात्मा  antaratma
अन्तराल   antaral
अन्तराष्ट्रीय antarashtriy
अन्तरिक्ष     antariksh
अन्तर्गत        antargat
अन्तर्जंघिका    antarjanghika
अन्तर्जाल     antarjal
अन्तर्ज्ञानवादी   antargyanvadi
अन्तर्दर्शन       antardarshan
अन्तर्दशा     antardasha
अन्तर्धर्मसंप्रदायी       antardharmsmpardayi
अन्तर्धान     antardhan
अन्तर्निर्मित antarnirmit
अन्तर्निहित       antarnihit
अन्तर्मन        antarman
अन्तर्यामी  antaryami
अन्तर्राज्यीय antarajyiy
अन्तर्राष्ट्रीय   antarashtriy
अन्तर्रोधन  antarodhan
अन्तर्वाह     antarvah
अन्तर्संस्था    antarsanstha
अन्तहीन   antahin
अन्तिम      antim
अन्त्येष्टि       antyeshti
अन्दर andar
अन्दाज      andaj
अन्दाजा   andaja
अन्दाज़      andaj
अन्ध    andh
अन्धकार   andhakar
अन्धता      andhata
अन्धविश्वास       andhvishvas
अन्धविश्वासी    andhvishvasi
अन्धा andha
अन्धाधुन्ध  andhadhundh
अन्धानुकरण  andhanukaran
अन्धे andhe
अन्धेर      andher
अन्धेरा   andhera
अन्न    an
अन्नकूट   ankut
अन्नदाता        andata
अन्नपूर्णा  anpurw
अन्नप्राशन  awprashan
अन्नमय      awmay
अन्ना aw
अन्नागार        awgar
अन्नादुरै     awdurai
अन्नान      awn
अन्नामलाई     awmalae
अन्नाराम        awram
अन्य    any
अन्यजातियों       anyajatiyon
अन्यतम      anyatam
अन्यत्र   anyatr
अन्यत्रता     anyatraa
अन्यथा      anyatha
अन्यदेशीय     anyadeshiy
अन्यमनस्कता       anyamanskata
अन्यान्य        anyany
अन्याय      anyay
अन्यायपूर्ण       anyaypurn
अन्यायपूर्णता anyaypurnta
अन्यायी   anyayi
अन्यायों        anyayon
अन्यों      anyon
अन्योन्यक्रिया      anyonyakriya
अन्योन्याश्रय anyonyashray
अन्योन्याश्रित      anyonyashrit
अन्वेशण   anveshan
अन्वेषक   anveshak
अन्वेषकों     anveshkon
अन्वेषण   anveshan
अन्वेषणशील  anvishanshil
अन्वेषणात्मक    anveshantmak
अन्वेषणों     anveshnon
अन्वेषित        anveshit
अन्वेषी   anveshit
अनफ़िप anfip
अनफ़िल्टर्ड  anfiltard
अनफ़ैशनेबल     anfaishanebal
अप  ap
अपंग    apng
अपंगता      apngata
अपंजीकृत        apnjikrt
अपकरण apkaran
अपकर्मी   apkarme
अपकर्ष      apkarsh
अपकर्षक   apkarshak
अपकर्षण   apkarshan
अपकर्षिणी     apkarshini
अपकर्षी   apkarshi
अपकलंक      apkalank
अपकार apkar
अपकारक      apkarak
अपकारिता        apkarita
अपकारी      apkari
अपकीरति   apkirati
अपकीर्ण   apkirn
अपकीर्ति        apkirti
अपकीर्तिकर  apkirtikar
अपकृत apkrt
अपकृत्य   apkrty
अपकृष्टता     apkrshtata
अपकेंद्र        apkendr
अपकेंद्री     apkendri
अपक्व apkv
अपक्वता   apkvata
अपक्षपात        apkshpat
अपक्षय      apkshy
अपक्षयण   apkshyan
अपक्षयी   apkshyi
अपक्षरणीय     apkshraniy
अपक्षीणन        apkshiwn
अपगति apgati
अपग्रेड   apgred
अपघटन apghatan
अपघर्षक   apgharshak
अपघर्षी   apgharshi
अपच       apch
अपचय    apchay
अपचयन apchyan
अपचार apchar
अपचारी      apchari
अपचित apchit
अपच्छेदन        apchchhedan
अपछरा apchhara
अपजनन apjawn
अपटु    aptu
अपटुता      apatuta
अपठनीय      apathaniy
अपठित apathit
अपडेट apadet
अपत       apat
अपतट    apatat
अपतटीय      apatatiy
अपतुष्टि        apatushti
अपथ्य apathy
अपदस्थ      apadasth
अपद्रव्यों  apadravyon
अपन       apan
अपनत    apawt
अपनत्व      apawtv
अपनयन apawyan
अपना    apaw
अपनाई apawe
अपनाए apawe
अपनाएं      apawen
अपनाएगा   apawega
अपनाएगी   apawigi
अपनाकर      apawkar
अपनाता      apawta
अपनाती      apawti
अपनाते      apawte
अपनाना      apaww
अपनानी      apawni
अपनाने      apawne
अपनापन      apawpan
अपनाम apawm
अपनाया      apawya
अपनायी      apawyi
अपनाये      apawye
अपनी    apani
अपनीत apanit
अपने    apane
अपनें apanen
अपनेआप      apaneap
अपनेपन      apanepan
अपनों apanon
अपभ्रंश   apabhransh
अपमान apaman
अपमानजनक        apamawjawk
अपमानसूचक     apamawsuchak
अपमानित   apamanit
अपमिश्रित     apamishrit
अपमुखी      apamukhi
अपयश    apayash
अपयशकारी        apayashakari
अपर       apar
अपरंपरागतता       aparamparagatata
अपरंपार   aparampar
अपरचना      aparachaw
अपरता aparata
अपरद    aparad
अपरदन aparadan
अपरमपार   aparamapar
अपरम्परागत  aparamparagat
अपरम्पार        aparampar
अपररूपता        apararupata
अपरसायनविद  aparasayawvid
अपरा    apara
अपराइट      aparait
अपराजिता        aparajita
अपराजितो        aparajito
अपराजेय   aparajey
अपराजेयता     aparajeyata
अपराध aparadh
अपराधबोध        aparadhabodh
अपराधिक   aparadhik
अपराधियों     aparadhiyon
अपराधी      aparadhi
अपराधीकरण     aparadhikaran
अपराधों   aparadhon
अपरान्ह   aparanh
अपरामर्श्य  aparamarshy
अपरावर्तित  aparavartit
अपराह्न   aparahn
अपरिग्रह        aparigrah
अपरिचित   aparichit
अपरिचितता     aparichitata
अपरिचितों     aparichiton
अपरिणीता        aparinita
अपरिपक्व        aparipakv
अपरिपक्वता  aparipakvata
अपरिभाषित     aparibhashit
अपरिभाष्य     aparibhashy
अपरिमित   aparimit
अपरिमेय   aparimey
अपरिवर्तनवादी aparivartawvadi
अपरिवर्तनीय       aparivartaniy
अपरिवर्तनीयता aparivartaniyata
अपरिवर्तित  aparivartit
अपरिवर्ती     aparivarti
अपरिवर्त्य  aparivarty
अपरिशोधित     aparishodhit
अपरिष्कृत     aparishkrt
अपरिष्कृतता       aparishkrtata
अपरिहारित     apariharit
अपरिहार्य     aparihary
अपरिहास   aparihas
अपरूप aparup
अपरूपक      aparupak
अपरूपता   aparupata
अपरोक्ष   aparoksh
अपर्णा      aparw
अपर्याप्त     aparyapt
अपर्याप्तता       aparyaptata
अपर्याप्ति  aparyapti
अपलक्षण   apalakshan
अपलाभ apalabh
अपलिंक      apalink
अपलैंड      apalaind
अपलोक apalok
अपलोड apalod
अपवंचन      apavanchan
अपवर्ग      apavarg
अपवर्जक   apavarjak
अपवर्जन   apavarjan
अपवर्जित        apavarjit
अपवर्ज्य        apavarjy
अपवर्तक   apavartak
अपवर्तन   apavartan
अपवर्तनांक  apavartawnk
अपवर्तनी        apavartani
अपवर्तित        apavartit
अपवर्त्य        apavarty
अपवहन apavahan
अपवाद apavad
अपवादिक   apavadik
अपवादित   apavadit
अपवादों   apavadon
अपवाह apavah
अपविक्रय        apavikray
अपवित्र   apavitr
अपवित्रकारी       apavitrakari
अपवित्रा        apavitra
अपवित्रीकरण       apavitrikaran
अपव्यय      apavyay
अपव्ययी   apavyayi
अपशंक apashank
अपशकुन      apashakun
अपशगुन      apashagun
अपशब्द      apashabd
अपशब्दपूर्ण       apashabdapurn
अपशब्दों        apashabdon
अपशिष्ट   apashisht
अपश्रुति        apashruti
अपसंदर्भन     apasandarbhan
अपसव्य      apasavy
अपसामान्य     apasamany
अपसामान्यता       apasamanyata
अपसारक      apasarak
अपसारण      apasaran
अपसारित   apasarit
अपसारी      apasari
अपसौर apasaur
अपस्टार्ट     apastart
अपस्ट्रोक     apastrok
अपस्फीत   apasfit
अपस्मृति        apasmrti
अपस्वार्थी  apasvarthi
अपहरण apaharan
अपहरणकर्ता  apaharawkarta
अपहर्ता   apaharta
अपहर्ताओं     apahartaon
अपहानि      apahani
अपहारक      apaharak
अपहृत apahrt
अपह्रत      apahrat
अपाकरण      apakaran
अपाची apachi
अपाचे apache
अपात्र      apatr
अपात्रता        apatrata
अपान    apan
अपामार्ग        apamarg
अपार    apar
अपारदर्शिता       aparadarshita
अपारदर्शी     aparadarshi
अपारा apara
अपारिवारिक  aparivarik
अपार्टमेंट  apartment
अपार्टमेंट  apartment
अपार्टमेन्ट       apartment
अपार्ट्मेंट       apartment
अपार्यता        aparyata
अपालतू      apalatu
अपावन apavan
अपावर्तक        apavartak
अपाहिज      apahij
अपितु apitu
अपित्त      apit
अपिपासा   apipasa
अपील    apil
अपीलकर्ता     apilakarta
अपीलकर्ताआ  apilakarta
अपीलार्थी     apilarthi
अपीली apili
अपीलीय      apiliy
अपीलें      apilen
अपीलों      apelon
अपुत्रक   aputrak
अपुष्ट      apusht
अपुष्टिकर     apushtikar
अपुष्पी   apushpi
अपूप    apup
अपूयन apuyan
अपूरणीय   apuraniy
अपूर्ण      apurn
अपूर्णता        apurwta
अपूर्य      apury
अपूर्व      apurv
अपूर्वकथित  apurvakathit
अपूर्वता        apurvata
अपूर्वतासे  apurvatase
अपूर्वदृष्ट       apurvadrsht
अपूर्वा   apurva
अपूर्वाग्रही    apurvagrahi
अपूर्वानुमानित      apurvanumanit
अपूर्वानुमेय    apurvanumey
अपूर्वानुमेयता      apurvanumeyta
अपेक्षणीय     apekshaniy
अपेक्षतया     apekshatya
अपेक्षया        apekshya
अपेक्षा   apeksha
अपेक्षाएं     apekshaen
अपेक्षाओं     apekshaon
अपेक्षाकृत  apekshakrt
अपेक्षित        apekshit
अपेक्षी   apekshe
अपेक्ष्य        apekshy
अपॉइंटमेंट  apointment
अपॉन    apon
अपोलो apolo
अपोहक apohak
अपोहन apohan
अप्पन appan
अप्पा appa
अप्पू appo
अप्रकाश   aprakash
अप्रकाशनीय  aprakashniy
अप्रकाशित     aprakashit
अप्रकाश्य     aprakashy
अप्रकृत   aprakrt
अप्रचलन   aprachalan
अप्रचलित        aprachalit
अप्रचार   aprachar
अप्रतिकार     apratikar
अप्रतिकार्य       apratikary
अप्रतिक्रियात्मक        apratikriyatmak
अप्रतिक्रियाशील   apratikriyashil
अप्रतिक्रियाशीलता     apratikriyashilata
अप्रतिज्ञाबद्ध      apratigyabaddh
अप्रतिदेय     apratidiy
अप्रतिनिधिक       apratinidhik
अप्रतिबंधात्मक      apratibandhatmak
अप्रतिबंधित       apratibandhit
अप्रतिबद्ध  apratibaddh
अप्रतिबन्ध  apratibandh
अप्रतिबन्धित    apratibandhit
अप्रतिभ   apratibh
अप्रतिभागित       apratibhagit
अप्रतिभाव्य       apratibhavy
अप्रतिम   apratim
अप्रतियोगितात्मक        apratiyogitatmak
अप्रतिरथ        apratirath
अप्रतिरोध     apratirodh
अप्रतिरोधी  apratirodhi
अप्रतिवादित       aprativadit
अप्रतिवादी  aprativadi
अप्रतिवाद्य       aprativediy
अप्रतिवेदित       aprativedit
अप्रतिवेद्य       aprativedy
अप्रतिशोधित       apratishodhit
अप्रतिशोधी  apratishodhi
अप्रतिष्ठा  apratishtha
अप्रतिष्ठाकर    apratishthakar
अप्रतिष्ठाकारी      apratishthakari
अप्रतिष्ठित       apratishthit
अप्रतिसंहरणीय apratisanharaniy
अप्रतिस्थाप्य apratisthapy
अप्रतिस्पर्धात्मक     apratispardhatmak
अप्रतिहत        apratihat
अप्रत्यक्ष  apratyaksh
अप्रत्यक्षता    apratyakshta
अप्रत्यय        apratyay
अप्रत्यायक  apratyayak
अप्रत्यार्पणीय      apratyarpaniy
अप्रत्याशित       apratyashit
अप्रत्य्क्ष       apratyksh
अप्रदत्त        apradat
अप्रदर्शनशील    apradarshanshil
अप्रधान   apradhan
अप्रभावनीय  aprabhavaniy
अप्रभावशाली       aprabhavashali
अप्रभावशील  aprabhavashil
अप्रभावित     aprabhavit
अप्रभावी        aprabhavi
अप्रभाव्य     aprabhavy
अप्रभाव्यता       aprabhavyata
अप्रभेद्य     aprabhedy
अप्रमाण   apraman
अप्रमाणिकता       apramanikata
अप्रमाण्य     apramany
अप्रयुक्त     aprayukt
अप्रयोग   aprayog
अप्रयोगात्मक    aprayogatmak
अप्रयोगावस्था aprayogavastha
अप्रयोज्य     aprayojy
अप्रवर्तनीय       apravartaniy
अप्रवर्ती     apravarti
अप्रवास   apravas
अप्रवासन        apravasan
अप्रवासियों       apravasiyon
अप्रवासी        apravasi
अप्रवृत   apravrt
अप्रवेश्य     apraveshy
अप्रवेश्यता       apraveshyta
अप्रशंसनीय  aprashnsney
अप्रशम्य        aprashmy
अप्रशिक्षित       aprashikshit
अप्रसन्न        aprasan
अप्रसन्नता  aprasanta
अप्रसन्नतापूर्वक        aprasantapurvak
अप्रसाद   aprasad
अप्रसार   aprasar
अप्रसारित     aprasarit
अप्रस्तुत     aprastut
अप्रस्न्न     aprasn
अप्राकाम्य  aprakamy
अप्राकृतिक  aprakrtik
अप्राक्कथनीयता      aprakkathaniyta
अप्राप्त        aprapt
अप्राप्तलक्ष्य      apraptlakshy
अप्राप्तवय  apraptvay
अप्राप्तवयस्क apraptvayask
अप्राप्य        aprapy
अप्राप्यता  aprapyata
अप्रायिक        aprayik
अप्रार्थित  aprarthit
अप्रासंगिक  aprasangik
अप्रासंगिकता    aprasangikta
अप्रिय      apriy
अप्रियता        apriyta
अप्रेंटिस     aprentis
अप्रेरक   aprerak
अप्रेरित        aprerit
अप्रेल      aprel
अप्रैल      aprail
अप्रोच      aproch
अप्रौढ़      apraudh
अप्लाइड   aplaid
अप्लिकेशन     aplikeshan
अप्सरा      apsara
अप्सराएँ        apsaren
अप्सराओं        apsaraon
अपढ़       apadh
अफ  af
अफगान afgan
अफगानिस्तान       afgnistan
अफगानी      afgani
अफगानों   afganon
अफजल    afjal
अफरा    afra
अफराना      afraw
अफवाह afvah
अफवाहें   afvahen
अफवाहों   afvahon
अफसर    afsar
अफसरशाही        afsarshahi
अफसरी afsari
अफसरों      afsaron
अफसाना      afsaw
अफसोस afsos
अफारा afara
अफीम    afim
अफेयर्स   afeyars
अफ्रिका   afrika
अफ्रीकन   afrikan
अफ्रीका   afrika
अफ्रीकांस     afrikans
अफ्रीकियों  afrikiyon
अफ्रीकी   afriki
अब  ab
अबंधकित   abandhakit
अबकी    abaki
अबके    abake
अबखाजिया        abakhajiya
अबतक    abatak
अबरार abarar
अबरी    abari
अबरक़    abaraq
अबल       abal
अबला    abala
अबा       aba
अबाउट abaut
अबाध    abadh
अबाधित      abadhit
अबाबा ababa
अबिजान      abijan
अबीजीय      abijiy
अबीर    abir
अबीसीनिया     abisiniya
अबु       abu
अबुध    abudh
अबुल    abul
अबू       abu
अबूजा abuja
अबूझ    abujh
अबूझमाड़   abujhamad
अबूझा abujha
अबे       abe
अबै       abai
अबोध    abodh
अबोधता      abodhata
अबोध्य      abodhy
अबोध्यता        abodhyata
अब्जद abjad
अब्जिनी   abjini
अब्दाली   abdali
अब्दुर      abdur
अब्दुर्रहमान    abdurahaman
अब्दुल      abdul
अब्दुल्ला     abdulla
अब्दुल्लाह  abdullah
अब्बा abba
अब्बाजान        abbajan
अब्बास      abbas
अब्बासी   abbasi
अब्बे abbe
अब्राम      abram
अब्राहम   abraham
अब्राह्मण     abrahman
अब्रूज़ी   abruji
अभंग    abhang
अभंजनीयता     abhanjaniyata
अभक्ति      abhakti
अभगत    abhagat
अभद्र abhadr
अभद्रता   abhadrata
अभय       abhay
अभयदान      abhayadan
अभयपत्र   abhayapatr
अभयपुर      abhayapur
अभयप्रद   abhayaprad
अभयारण्य        abhayarany
अभयारण्यों  abhayaranyon
अभर       abhar
अभरक    abharak
अभागा abhaga
अभागिन      abhagin
अभागिनि   abhagini
अभागी abhagi
अभागे abhage
अभागों      abhagon
अभाग्य      abhagy
अभारित      abharit
अभाव    abhav
अभावग्रस्त  abhavagrast
अभावात्मक     abhavatmak
अभावों      abhavon
अभास    abhas
अभि       abhi
अभिकरण      abhikaran
अभिकर्ता        abhikarta
अभिकर्ताओं  abhikartaon
अभिकर्मक        abhikarmak
अभिकर्मकों  abhikarmakon
अभिकलक      abhikalak
अभिकलन      abhikalan
अभिकल्प   abhikalp
अभिकल्पक        abhikalpak
अभिकल्पन        abhikalpan
अभिकल्पना     abhikalpaw
अभिकल्पित     abhikalpit
अभिकारक   abhikarak
अभिक्रिया     abhikriya
अभिक्रियाएँ       abhikriyain
अभिक्रियाएं       abhikriyain
अभिक्रियाओं       abhikriyaon
अभिक्रियाशील    abhikriyashil
अभिक्षमता     abhikshamata
अभिगणना   abhigaww
अभिगम abhigam
अभिगमन      abhigaman
अभिगम्य   abhigamy
अभिगम्यता     abhigamyata
अभिग्रहण        abhigrahan
अभिग्रहणशील       abhigrahawshil
अभिघात      abhighat
अभिघातक   abhighatak
अभिघातज   abhighataj
अभिघातजन्य  abhighatajany
अभिघातविज्ञान abhighatavigyan
अभिचार      abhichar
अभिजन abhijan
अभिजनक      abhijawk
अभिजात      abhijat
अभिजाततंत्र       abhijatatantr
अभिजातवाद     abhijatavad
अभिजाति   abhijati
अभिजातीयकरण       abhijatiyakaran
अभिजात्य        abhijaty
अभिजित      abhijit
अभिजित्   abhijit
अभिजीत      abhijit
अभिज्ञ      abhigy
अभिज्ञता        abhigyata
अभिज्ञात        abhigyat
अभिज्ञान        abhigyan
अभित्रास        abhitras
अभिदत्त   abhidat
अभिदाता   abhidata
अभिदान      abhidan
अभिदान      abhidan
अभिदायी   abhidayi
अभिद्रोह        abhidroh
अभिद्वार        abhidvar
अभिनंदन   abhiwndan
अभिनंदी   abhiwndi
अभिनति      abhiwti
अभिनन्दन        abhiwndan
अभिनन्दनपत्र    abhiwndawpatr
अभिनय abhiwy
अभिनव abhiwv
अभिनियम   abhiniyam
अभिनिर्णय     abhinirwy
अभिनिर्णायक       abhinirwyak
अभिनिर्धारण       abhinirdharan
अभिनिर्धारित    abhinirdharit
अभिनीत      abhinit
अभिनीति   abhiniti
अभिनेट्री     abhinetri
अभिनेता   abhineta
अभिनेताओं     abhinetaon
अभिनेत्रियों    abhinetriyon
अभिनेत्री     abhinetre
अभिन्न      abhin
अभिन्यास        abhinyas
अभिप्राप्त  abhiprapt
अभिप्राप्य  abhiprapy
अभिप्राय        abhipray
अभिप्रायपूर्ण abhiprayapurn
अभिप्रायानुसार      abhiprayanusar
अभिप्रेत        abhipret
अभिप्रेरक     abhiprerak
अभिप्रेरण     abhipreran
अभिभव abhibhav
अभिभाव      abhibhav
अभिभावक   abhibhavak
अभिभावकता     abhibhavakata
अभिभावकहीन  abhibhavakahin
अभिभावकों     abhibhavakon
अभिभाषक   abhibhashak
अभिभाषण   abhibhashan
अभिभूत      abhibhut
अभिमंत्रित  abhimantrit
अभिमत abhimat
अभिमन्यु        abhimanyu
अभिमान      abhiman
अभिमानपूर्वक    abhimawpurvak
अभिमानरहित  abhimawrahit
अभिमानी   abhimani
अभियंता   abhiyanta
अभियंताओं     abhiyantaon
अभियंत्रण     abhiyantran
अभियन्ता        abhiyanta
अभियांत्रिकी    abhiyantriki
अभियाचना        abhiyachaw
अभियान      abhiyan
अभियानों        abhiyanon
अभियान्त्रिकी abhiyantriki
अभियुक्त        abhiyukt
अभियुक्ति     abhiyukti
अभियुक्तों  abhiyukton
अभियोक्ता     abhiyokta
