अ     a       
अनुत्तीर्ण  anutteernd      
अनुत्तेजक     anuttayjak      
अनुत्तेजनशील    anuttayjansheel 
अनुत्पादकता       anutpadaktaa    
अनुत्प्रेरित    anutprayrit     
अनुदत्त   anudatt 
अनुदर्शन        anudarshan      
अनुदात्त        anudaatt        
अनुदान      anudaan 
अनुदानों        anudaanon       
अनुदार      anudaar 
अनुदारता        anudaartaa      
अनुदारपंथी  anudaarpanthee  
अनुदारवाद     anudaarvaad     
अनुदारवादी  anudaarvaadee   
अनुदित      anudit  
अनुदेश      anudaysh        
अनुदेशक   anudayshak      
अनुदेशन   anudayshan      
अनुदेशात्मक       anudayshaatmak  
अनुदैर्घ्य  anudaiyghrya    
अनुदैर्ध्य  anudaidharya    
अनुद्योग        anudyog 
अनुद्योगी     anudyogee       
अनुधावन   anudhaavan      
अनुधुगीकरण  anudhugeekarand 
अनुनय anunaya 
अनुनयी      anunayee        
अनुनाद      anunaad 
अनुनादक   anunaadak       
अनुनादी   anunaadee       
अनुपचारित     anupchaarit     
अनुपत anupat  
अनुपद anupad  
अनुपन anupan  
अनुपम anupam  
अनुपमता   anupamtaa       
अनुपमा      anupamaa        
अनुपयुक्त     anupyukt        
अनुपयुक्तता       anupyukttaa     
अनुपयुक्त्त       anupyuktt       
अनुपयोग   anupyog 
अनुपयोगिता  anupyogitaa     
अनुपयोगी        anupyogee       
अनुपर्णी        anuparndee      
अनुपलब्ध        anuplabdh       
अनुपलब्धता  anuplabdhtaa    
अनुपलभ्य        anuplabhy       
अनुपस्थायी  anupsthayee     
अनुपस्थित     anupasthit      
अनुपस्थिति  anupasthiti     
अनुपात      anupaat 
अनुपातहीन     anupaatheen     
अनुपातहीनता       anupaatheentaa  
अनुपातिक        anupaatik       
अनुपातित        anupaatit       
अनुपाती   anupaatee       
अनुपातों        anupaaton       
अनुपालक   anupaalak       
अनुपालन   anupaalan       
अनुपूरक   anupoorak       
अनुपूरण   anupoorand      
अनुपूर्ति     anupoorti       
अनुप्रमाणन  anupramaandan   
अनुप्रमाणित       anupramaandit   
अनुप्रमाणित       anupramaandit   
अनुप्रयुक्त       anuprayukt      
अनुप्रयोग     anuprayog       
अनुप्रयोगी  anuprayogee     
अनुप्रयोगों       anuprayogon     
अनुप्रवाह     anupravaah      
अनुप्रस्थ     anuprasth       
अनुप्राणन     anupraandan     
अनुप्राणित  anupraandit     
अनुप्रास        anupraas        
अनुप्रेषण     anuprashand     
अनुप्रेषित  anuprashit      
अनुबंध      anubandh        
अनुबंधक   anubandhak      
अनुबंधित        anubandhit      
अनुबंधों        anubandhon      
अनुबन्ध   anubandh        
अनुबोध      anubodh 
अनुभव anubhav 
अनुभवजन्य     anubhavjanya    
अनुभवहीन        anubhavheen     
अनुभवहीनता  anubhavheentaa  
अनुभवात्मक  anubhaatmak     
अनुभवी      anubhavee       
अनुभवों   anubhavon       
अनुभाग      anubhaag        
अनुभागीय        anubhaageeya    
अनुभागों        anubhaagon      
अनुभूत      anubhoot        
अनुभूति   anubhooti       
अनुभूतिक्षमता anubhootixhmtaa 
अनुभूतियाँ  anubhootiyaan   
अनुभूतियों  anubhootiyon    
अनुमंडल   anumandal       
अनुमण्डल        anumandal       
अनुमत anumat  
अनुमति      anumati 
अनुमतियाँ     anumatiyaan     
अनुममर्थन     anummarthan     
अनुमस्तिष्क       anumastishak    
अनुमान      anumaan 
अनुमानत   anumaanat       
अनुमानत   anumaanat       
अनुमानतः        anumanatah      
अनुमानित        anumaanit       
अनुमानी   anumaanee       
अनुमानों        anumaanon       
अनुमार्गण     anumaargand     
अनुमित      anumit  
अनुमिति   anumiti 
अनुमेय      anumayy 
अनुमोदक   anumodak        
अनुमोदन   anumodan        
अनुमोदनकर्ता    anumodankartaa  
अनुमोदनार्थ       anumodanaarth   
अनुमोदनीय     anumodaneey     
अनुमोदित        anumodit        
अनुयाइयों     anuyaeeon       
अनुयान      anuyaan 
अनुयायियों  anyaayion       
अनुयायी   anuyaayee       
अनुयायीवर्ग       anuyaayeevarg   
अनुयोक्ता     anuyoktaa       
अनुयोगी   anuyogee        
अनुयोजकता     anuyojaktaa     
अनुयोजन   anuyojan        
अनुयोजित        anuyojit        
अनुरंजक   anuranjak       
अनुरंजन   anuranjan       
अनुरंजित        anuranjit       
अनुरक्त   anurakt 
अनुरक्ति        anurakti        
अनुरक्षक        anuraxhak       
अनुरक्षण        anuraxhand      
अनुरक्षित     anuraxhit       
अनुराग      anuraag 
अनुरागहीन     anuraagheen     
अनुरागी   anuraagee       
अनुराधा   anuraadhaa      
अनुरुप      anuroop 
अनुरूप      anuroop 
अनुरूपण   anuroopand      
अनुरूपता        anurooptaa      
अनुरेख      anurraykh       
अनुरेखक   anuraykhak      
अनुरेखण   anuraykhand     
अनुरेखन   anuraykhan      
अनुरोध      anurodh 
अनुरोधों        anurodhon       
अनुर्वरता     anurvartaa      
अनुलंब      anulamb 
अनुलग्नक        anulagnak       
अनुलग्नन        anulagnan       
अनुलब्धियां       anulabdhiyaan   
अनुलवन      anulavan        
अनुलिपि   anulipi 
अनुलिपिकरण  anulipikarand   
अनुलेख      anulaykh        
अनुलोम      anulom  
अनुवर्तन        anuvartan       
अनुवर्ती        anuvartee       
अनुवर्त्ती  anuvarttee      
अनुवांशिक     anuvaanshik     
अनुवांशिकता       anuvaanshiktaa  
अनुवांशिकी  anuvaashikee    
अनुवाद      anuvaad 
अनुवादक   anuvaadak       
अनुवादकों     anuvaadakon     
अनुवादनीय     anuvaadneey     
अनुवादित        anuvaadit       
अनुवादी   anuvaadee       
अनुवादों        anuvaadon       
अनुवाद्य        anuvaady        
अनुवित्त        anuvitt 
अनुविभाग        anuvibhaag      
अनुविभागीय  anuvibhaageey   
अनुशंसा   anushanshaa     
अनुशंसित        anushanshit     
अनुशासक   anushaasak      
अनुशासन   anushaasan      
अनुशासनपूर्वक anushaasanpoorvak       
अनुशासनप्रिय    anushaasanpriy  
अनुशासनबद्ध       anushaasanbaddh 
अनुशासनहीन  anushaasanheen  
अनुशासनहीनता    anushaasanheentaa       
अनुशासनात्मक    anushaasnaatmak 
अनुशासनिक     anushaasnik     
अनुशासनों     anushaasanon    
अनुशासित        anushaasit      
अनुशास्ति     anushaaasti     
अनुशिष्ट        anushisht       
अनुशीर्षक     anusheershak    
अनुशीलता        anusheeltaa     
अनुशीलन   anusheelan      
अनुशीलित        anusheelit      
अनुशोधन   anushodhan      
अनुश्रवण        anushravand     
अनुश्रुत        anushrut        
अनुश्रुति     anushruti       
अनुश्रुतियों    anushrutiyon    
अनुश्रुतियों    anushrutiyon    
अनुश्रोता     anushrotaa      
अनुषंगियों  anushangiyon    
अनुषंगी   anushangee      
अनुषा anushaa 
अनुष्का   anushkaa        
अनुष्टुप        anushtup        
अनुष्ठाता     anushthaataa    
अनुष्ठान        anushthaan      
अनुष्ठानकर्ता anushthaankartaa        
अनुष्ठानों  anushthaanon    
अनुसंधान        anusandhaan     
अनुसंधानकर्ता anusandhaankartaa       
अनुसंधानकर्ताओं   anusandhaankartaaon     
अनुसंधानशाला    anusandhaanshaalaa      
अनुसंधानी     anusandhaanee   
अनुसंधानों  anusandhaanon   
अनुसंधायक     anusandhaayak   
अनुसंधित्सु       anusandhitsu    
अनुसचिव   anusachiv       
अनुसचिवीय     anusachiveey    
अनुसमर्थन     anusamarthan    
अनुसमर्थित  anusamarthit    
अनुसरण      anusarand       
अनुसरणकर्ता       anusarandkartaa 
अनुसरणीय        anusarndeey     
अनुसार      anusaar 
अनुसारक   anusaarak       
अनुसारता        anusaartaa      
अनुसारी   anusaaree       
अनुसुइया        anusueyaa       
अनुसूचित        anusoochit      
अनुसूचियों  anusoochiyon    
अनुसूची   anusoochee      
अनुसेवा   anuseva 
अनुसेवी   anusevee        
अनुस्खीय        anuskheeya      
अनुस्मरण        anusmaran       
अनुस्मारक     anusmaarak      
अनुस्मृति     anusmritee      
अनुस्यूत        anusyoot        
अनुस्रोता     anstrotaa       
अनुस्वाद        anuswaad        
अनुस्वार        anuswaar        
अनूठा anothaa 
अनूठी anothee 
अनूठे anoothe 
अनूदित      anoodit 
अनूप    anoop   
अनूपपुर   anoopapur       
अनूपम anoopam 
अनूपशहर   anoopshahar     
अनूढ़ागमन        anodaagaman     
अने       ane     
अनेक    anek    
अनेकता      anekataa        
अनेकवादी        anekatavadee    
अनेकानेक        anekaanek       
अनेको anekoo  
अनेकों      anekon  
अनैकांतिक     aneikaantik     
अनैच्छिक        aneicchik       
अनैतिक      aneitik 
अनैतिकता        aneitikataa     
अनैतिकतापूर्ण aneitikatapoorn 
अनैतिकतापूर्वक      aneitikatapoorvak       
अनैयायिक        aneiyaayik      
अनोखा anokha  
अनोखी anokhee 
अनोखे anokhe  
अनौखा anoukhaa        
अनौचित्य        anouchitya      
अनौपचारिक     anoupchaarik    
अनौपचारिकता       anoupcharikataa 
अन्जान      anjaan  
अन्डोरा   andoraa 
अन्त    ant     
अन्तःकरण        antahkaran      
अन्तःकाष्ठ  antahkashth     
अन्तःकेन्द्र    antahkendra     
अन्तःकेन्द्रिक      antahkendrit    
अन्तःक्षेपण       antahkshepan    
अन्तःवासी     antahvasee      
अन्तःसंगीत  antahsangeet    
अन्तकाल   antakaal        
अन्तगर्भाशायी antagarbhashayee        
अन्तत antat   
अन्ततः      antatah 
अन्ततोगत्वा       antatogatvaa    
अन्तर antar   
अन्तरंग   antarang        
अन्तरजाल        antarjaal       
अन्तरण      antaran 
अन्तरराष्ट्रीय      antarrashtreeya 
अन्तरात्मा  antaratmaa      
अन्तराल   antaraal        
अन्तराष्ट्रीय antarashtreeya  
अन्तरिक्ष     antariksha      
अन्तर्गत        antargat        
अन्तर्जंघिका    antarjdhikaa    
अन्तर्जाल     antarjaal       
अन्तर्ज्ञानवादी   antargyanvadee  
अन्तर्दर्शन       antardarshan    
अन्तर्दशा     antardashaa     
अन्तर्धर्मसंप्रदायी       antardharmsamprdayee    
अन्तर्धान     antardhaan      
अन्तर्निर्मित antarnirmit     
अन्तर्निहित       antarnirhit     
अन्तर्मन        antarman        
अन्तर्यामी  antaryamee      
अन्तर्राज्यीय antarrajayeeya  
अन्तर्राष्ट्रीय   antarrashtreeya 
अन्तर्रोधन  antarodhan      
अन्तर्वाह     antarvaah       
अन्तर्संस्था    antarsanstaa    
अन्तहीन   antaheen        
अन्तिम      antim   
अन्त्येष्टि       antayeshti      
अन्दर andar   
अन्दाज      andaaj  
अन्दाजा   andajaa 
अन्दाज़      andaaz  
अन्ध    andh    
अन्धकार   andhakaar       
अन्धता      andhataa        
अन्धविश्वास       andhavishwaas   
अन्धविश्वासी    andhavishwasee  
अन्धा andhaa  
अन्धाधुन्ध  andhaadhundh    
अन्धानुकरण  andhaanukaran   
अन्धे andhe   andhay
अन्धेर      andher  andhayr
अन्धेरा   andheraa        andhayraa
अन्न    anna    
अन्नकूट   annakoot        
अन्नदाता        annadataa       
अन्नपूर्णा  annapornaa      
अन्नप्राशन  annaprashan     
अन्नमय      annamaya        
अन्ना annaa   
अन्नागार        annagaar        
अन्नादुरै     annadurei       
अन्नान      annaan  
अन्नामलाई     annamalaee      
अन्नाराम        annaraam        
अन्य    anya    
अन्यजातियों       anyajaatiyon    
अन्यतम      anyatam 
अन्यत्र   anyatra 
अन्यत्रता     anyatrataa      
अन्यथा      anyathaa        
अन्यदेशीय     anyadesheeya    
अन्यमनस्कता       anyamanskataa   
अन्यान्य        anyaanya        
अन्याय      anyaaya 
अन्यायपूर्ण       anyaayapoorn    
अन्यायपूर्णता anyaayapornataa 
अन्यायी   anyayee 
अन्यायों        anyaayon        
अन्यों      anyon   
अन्योन्यक्रिया      anyonyakriyaa   
अन्योन्याश्रय anyonyaashram   
अन्योन्याश्रित      anyonyaashrit   
अन्वेशण   anveshan        
अन्वेषक   anveshak        
अन्वेषकों     anveshakon      
अन्वेषण   anveshan        
अन्वेषणशील  anveshansheel   
अन्वेषणात्मक    anveshanatamak  
अन्वेषणों     anveshanon      
अन्वेषित        anveshit        
अन्वेषी   anveshee        
अनफ़िप anfip   
अनफ़िल्टर्ड  anfiltarad      uniltered
अनफ़ैशनेबल     anfaishaneble   unfashionable
अप  ap      up
अपंग    apang   
अपंगता      apangataa       
अपंजीकृत        apanjeekrit     
अपकरण apakaran        
अपकर्मी   apakarmee       
अपकर्ष      apkarsh 
अपकर्षक   apkarshak       
अपकर्षण   apkarshan       
अपकर्षिणी     apkarshanee     
अपकर्षी   apkarshee       
अपकलंक      apkalank        
अपकार apkaar  
अपकारक      apkarak 
अपकारिता        apkarikataa     
अपकारी      apkaree 
अपकीरति   apkeerati       
अपकीर्ण   apkeern 
अपकीर्ति        apkeerti        
अपकीर्तिकर  apkertikaar     
अपकृत apkrit  
अपकृत्य   apkritya        
अपकृष्टता     apkrishtataa    
अपकेंद्र        apkendra        
अपकेंद्री     apkendree       
अपक्व apakva  
अपक्वता   apakvataa       
अपक्षपात        apakshpaat      
अपक्षय      apakshya        
अपक्षयण   apakshayan      
अपक्षयी   apakshayee      
अपक्षरणीय     apaksharaneeya  
अपक्षीणन        apaksheenan     
अपगति apagati 
अपग्रेड   apgred  upgrade
अपघटन apghatan        
अपघर्षक   apgharshak      
अपघर्षी   apgharshee      
अपच       apach   
अपचय    apachaya        
अपचयन apachayan       
अपचार apchaar 
अपचारी      apcharee        
अपचित apachit 
अपच्छेदन        apcchedan       
अपछरा apcharaa        
अपजनन apajanan        
अपटु    apatu   
अपटुता      apatutaa        
अपठनीय      apathaneeya     
अपठित apathita        
अपडेट apdet   update
अपत       apata   
अपतट    apatata 
अपतटीय      apatateeya      
अपतुष्टि        aptushti        
अपथ्य apathya 
अपदस्थ      apadastha       
अपद्रव्यों  apadravyon      
अपन       apan    
अपनत    apanat  
अपनत्व      apanatva        
अपनयन apanayan        
अपना    apanaa  
अपनाई apanayee        
अपनाए apanaae 
अपनाएं      apanaaen        
अपनाएगा   apanaegaa       
अपनाएगी   apanaegee       
अपनाकर      apanaakar       
अपनाता      apanataa        
अपनाती      apanatee        
अपनाते      apanaate        apnaatay
अपनाना      apananaa        
अपनानी      apnanee 
अपनाने      apnaane 
अपनापन      apanaapan       
अपनाम apanaam 
अपनाया      apanayaa        
अपनायी      apanayee        
अपनाये      apanaae apanaay
अपनी    apanee  
अपनीत apneet  
अपने    apane   
अपनें apanein 
अपनेआप      apaneaap        
अपनेपन      apanepan        
अपनों apanon  
अपभ्रंश   apabhransh      
अपमान apamaan 
अपमानजनक        apamaanajanak   
अपमानसूचक     apamansoochak   
अपमानित   apmaanit        
अपमिश्रित     apamishrit      
अपमुखी      apmukhee        
अपयश    apashaya        
अपयशकारी        apashayakaree   
अपर       apar    
अपरंपरागतता       aparamparagatataa       
अपरंपार   aparampaar      
अपरचना      aparachnaa      
अपरता aparataa        
अपरद    aparad  
अपरदन aparadan        
अपरमपार   aparamapaar     
अपरम्परागत  aparamparaagat  
अपरम्पार        aparampaar      
अपररूपता        apararoptaa     
अपरसायनविद  aparasaayanvid  
अपरा    apaaraa 
अपराइट      aparaait        
अपराजिता        aparajitaa      
अपराजितो        aparaajito      
अपराजेय   aparaajeyaya    aparaajyaya
अपराजेयता     aparajeyakataa  
अपराध aparaadh        
अपराधबोध        aparadhboodh    
अपराधिक   aparaadhik      
अपराधियों     aparaadhiyon    
अपराधी      aparaadhee      
अपराधीकरण     aparadheekaran  
अपराधों   aparaadhon      
अपरान्ह   aparaanya       
अपरामर्श्य  aparaamarsh     
अपरावर्तित  aparaavartit    
अपराह्न   aparaahan       
अपरिग्रह        aparigrih       
अपरिचित   aparichit       
अपरिचितता     aparichitataa   
अपरिचितों     aparichiton     
अपरिणीता        aparinetaa      
अपरिपक्व        aparipakva      
अपरिपक्वता  aparipakvataa   
अपरिभाषित     aparibhaashit   
अपरिभाष्य     aparibhaashya   
अपरिमित   aparimit        
अपरिमेय   aparimeya       
अपरिवर्तनवादी aparivartanvaad 
अपरिवर्तनीय       aparivartaneeya 
अपरिवर्तनीयता aparivartaneyataa       
अपरिवर्तित  aparivartit     
अपरिवर्ती     aparivartee     
अपरिवर्त्य  aparivartya     
अपरिशोधित     aparishodhit    
अपरिष्कृत     aparishkrit     
अपरिष्कृतता       aparishkritataa 
अपरिहारित     aparihaarit     
अपरिहार्य     aparihaarya     
अपरिहास   aparihaas       
अपरूप aparoop 
अपरूपक      aparoopak       
अपरूपता   aparopataa      
अपरोक्ष   aparoksh        
अपर्णा      aparnaa 
अपर्याप्त     aparyaapta      
अपर्याप्तता       aparyaptataa    
अपर्याप्ति  aparyaapti      
अपलक्षण   apalakshan      
अपलाभ apalaabha       
अपलिंक      apalink 
अपलैंड      apalaind        upland
अपलोक apalok  
अपलोड apalod  upload
अपवंचन      apavachan       
अपवर्ग      apavarg 
अपवर्जक   apavarjak       
अपवर्जन   apavarjan       
अपवर्जित        apavarjit       
अपवर्ज्य        apavarjya       
अपवर्तक   apavartak       
अपवर्तन   apavartan       
अपवर्तनांक  apavartanaank   
अपवर्तनी        apavartanee     
अपवर्तित        apavartit       
अपवर्त्य        apavartya       
अपवहन apavahan        
अपवाद apavaad 
अपवादिक   apavaadik       
अपवादित   apavaadit       
अपवादों   apavaadon       
अपवाह apavaah 
अपविक्रय        apavikraya      
अपवित्र   apavitra        
अपवित्रकारी       apavitrakaree   
अपवित्रा        apavitraa       
अपवित्रीकरण       apavitreekaran  
अपव्यय      apavyay 
अपव्ययी   apavyayee       
अपशंक apshank 
अपशकुन      apashakun       
अपशगुन      apashagun       
अपशब्द      apashabd        
अपशब्दपूर्ण       apashabdpoorn   
अपशब्दों        apshabdon       
अपशिष्ट   apashisht       
अपश्रुति        apashuti        
अपसंदर्भन     apasandarbhan   
अपसव्य      apasavya        
अपसामान्य     apasamaanya     
अपसामान्यता       apasamanyataa   
अपसारक      apasaarak       
अपसारण      apasaaran       
अपसारित   apasaarit       
अपसारी      apasaree        
अपसौर apasaur 
अपस्टार्ट     apastaart       upstart
अपस्ट्रोक     apstrok 
अपस्फीत   apasfeet        
अपस्मृति        apasmriti       
अपस्वार्थी  apasvarthee     
अपहरण apaharan        
अपहरणकर्ता  apaharankarta   
अपहर्ता   apahartaa       
अपहर्ताओं     apahartaaon     
अपहानि      apahaani        
अपहारक      apahaarak       
अपहृत aparhat 
अपह्रत      aparhat 
अपाकरण      apaakaran       
अपाची apachee 
अपाचे apaache 
अपात्र      apaatra 
अपात्रता        apatrataa       
अपान    apaan   
अपामार्ग        apamaarg        
अपार    apaar   
अपारदर्शिता       apaardarshitaa  
अपारदर्शी     apaardarshee    
अपारा aparaa  
अपारिवारिक  aparivaarik     
अपार्टमेंट  apaartment      
अपार्टमेंट  apaartment      
अपार्टमेन्ट       apaartment      
अपार्ट्मेंट       apaartment      
अपार्यता        apaaryataa      
अपालतू      apaltoo 
अपावन apaavan 
अपावर्तक        apaavartak      
अपाहिज      apaahij 
अपितु apitu   
अपित्त      apitta  
अपिपासा   apipasaa        
अपील    apeel   
अपीलकर्ता     apelkartaa      
अपीलकर्ता     apelkartaaon    
अपीलार्थी     apelarthee      
अपीली apelee  
अपीलीय      apeleeya        
अपीलें      apeelen 
अपीलों      apeelon 
अपुत्रक   aputrak 
अपुष्ट      apusht  
अपुष्टिकर     apushtikar      
अपुष्पी   apushpee        
अपूप    apoop   
अपूयन apooyan 
अपूरणीय   aporveeya       
अपूर्ण      apoorna 
अपूर्णता        apornataa       
अपूर्य      apoorya 
अपूर्व      apoorva 
अपूर्वकथित  apoorvakathit   
अपूर्वता        aporvataa       
अपूर्वतासे  aporvataase     
अपूर्वदृष्ट       apoorvadrasht   
अपूर्वा   aporvaa 
अपूर्वाग्रही    aporvagrahee    
अपूर्वानुमानित      aporvanumaanit  
अपूर्वानुमेय    aporvaanumeya   
अपूर्वानुमेयता      aporvanumeyataa 
अपेक्षणीय     apekshaneeya    
अपेक्षतया     apekshatayaa    
अपेक्षया        apekshayaa      
अपेक्षा   apekshaa        
अपेक्षाएं     apekshaaen      
अपेक्षाओं     apekshaaon      
अपेक्षाकृत  apekshakrit     
अपेक्षित        apekshit        
अपेक्षी   apekshee        
अपेक्ष्य        apekshaya       
अपॉइंटमेंट  apaaintment     appointment
अपॉन    apaan   
अपोलो apolo   
अपोहक apohak  
अपोहन apohan  
अप्पन appan   
अप्पा appaa   
अप्पू appoo   
अप्रकाश   aprakash        
अप्रकाशनीय  aprakashneeya   
अप्रकाशित     aprakashit      
अप्रकाश्य     aprakaashya     
अप्रकृत   aprakrit        
अप्रचलन   aprachalan      
अप्रचलित        aprachalit      
अप्रचार   aprachaar       
अप्रतिकार     apratikaar      
अप्रतिकार्य       apratikaarya    
अप्रतिक्रियात्मक        apratikriyaatmak        
अप्रतिक्रियाशील   apratikriyasheel        
अप्रतिक्रियाशीलता     apratikriyaseeltaa      
अप्रतिज्ञाबद्ध      apratiggyabadh  
अप्रतिदेय     apratideya      
अप्रतिनिधिक       apratinidhik    
अप्रतिबंधात्मक      apratibandhaatmak       
अप्रतिबंधित       apratibandhit   
अप्रतिबद्ध  apratibadh      
अप्रतिबन्ध  apratibandh     
अप्रतिबन्धित    apratibandhit   
अप्रतिभ   apratibh        
अप्रतिभागित       apratibhaagik   
अप्रतिभाव्य       apratibhaavya   
अप्रतिम   apratim 
अप्रतियोगितात्मक        apratiyogitaatmak       
अप्रतिरथ        apratirath      
अप्रतिरोध     apratirodh      
अप्रतिरोधी  apratirodhee    
अप्रतिवादित       aprativaadit    
अप्रतिवादी  aprativadee     
अप्रतिवाद्य       aprativaadya    
अप्रतिवेदित       aprativedit     
अप्रतिवेद्य       aprativedya     
अप्रतिशोधित       apratishodhit   
अप्रतिशोधी  apratishodhee   
अप्रतिष्ठा  apratishthaa    
अप्रतिष्ठाकर    apratishthaakar 
अप्रतिष्ठाकारी      apratishthakaree        
अप्रतिष्ठित       apratishthit    
अप्रतिसंहरणीय apratisanharaneeya      
अप्रतिस्थाप्य apratishthaapya 
अप्रतिस्पर्धात्मक     apratispardhaatmak      
अप्रतिहत        apratihat       
अप्रत्यक्ष  apratayaksha    
अप्रत्यक्षता    apratayakshataa 
अप्रत्यय        apratayay       
अप्रत्यायक  apratayaayak    
अप्रत्यार्पणीय      apratayaparneeya        
अप्रत्याशित       apartayaashit   
अप्रत्य्क्ष       apratyaksha     
अप्रदत्त        apradatt        
अप्रदर्शनशील    apradarshansheel        
अप्रधान   apradhaan       
अप्रभावनीय  aprabhaavaneeya 
अप्रभावशाली       aprabhavashalee 
अप्रभावशील  aprabhavasheel  
अप्रभावित     aprabhaavit     
अप्रभावी        aprabhavee      
अप्रभाव्य     aprabhaavya     
अप्रभाव्यता       aprabhavyataa   
अप्रभेद्य     aprabhedya      
अप्रमाण   apramaan        
अप्रमाणिकता       apramaniktaa    
अप्रमाण्य     apramaanya      
अप्रयुक्त     aprayukta       
अप्रयोग   aprayog 
अप्रयोगात्मक    aprayogaatmak   
अप्रयोगावस्था aprayogavasthaa 
अप्रयोज्य     aprayojya       
अप्रवर्तनीय       apravartaneeya  
अप्रवर्ती     apravartee      
अप्रवास   apravaas        
अप्रवासन        apravaasan      
अप्रवासियों       apravaasiyon    
अप्रवासी        apravasee       
अप्रवृत   apravrit        
अप्रवेश्य     apraveshya      
अप्रवेश्यता       apraveshyataa   
अप्रशंसनीय  aprashansaneeya 
अप्रशम्य        aprashamya      
अप्रशिक्षित       aprashikshit    
अप्रसन्न        aprasanna       
अप्रसन्नता  aprasannataa    
अप्रसन्नतापूर्वक        aprasannatapoorvak      
अप्रसाद   aprasaad        
अप्रसार   aprasaar        
अप्रसारित     aprasaarit      
अप्रस्तुत     aprastut        
अप्रस्न्न     aprasann        
अप्राकाम्य  aprakaamya      
अप्राकृतिक  apraakritik     
अप्राक्कथनीयता      aprakkthaneyataa        
अप्राप्त        apraapta        
अप्राप्तलक्ष्य      apraaptalakshya 
अप्राप्तवय  apraaptavaya    
अप्राप्तवयस्क apraaptavayask  
अप्राप्य        apraapya        
अप्राप्यता  apraapyataa     
अप्रायिक        apraayik        
अप्रार्थित  apraarthit      
अप्रासंगिक  apraasangik     
अप्रासंगिकता    apraasangiktaa  
अप्रिय      apriya  
अप्रियता        apriyataa       
अप्रेंटिस     aprentis        
अप्रेरक   aprerak aprayrak
अप्रेरित        aprerit 
अप्रेल      aprel   april
अप्रैल      aprail  
अप्रोच      aproch  approach
अप्रौढ़      apraud  
अप्लाइड   aplaaid 
अप्लिकेशन     aplikeshan      application
अप्सरा      apsaraa 
अप्सराएँ        apsaraaen       
अप्सराओं        apsaraaon       
अपढ़       apad    
अफ  af      
अफगान afgaan  
अफगानिस्तान       afganistaan     
अफगानी      afganee 
अफगानों   afgaanon        
अफजल    afajal  
अफरा    afaraa  
अफराना      afaranaa        
अफवाह afvaah  
अफवाहें   afvaahen        
अफवाहों   afvaahon        
अफसर    afasar  
अफसरशाही        afasarshahee    
अफसरी afasaree        
अफसरों      afasaron        
अफसाना      afasanaa        
अफसोस afasos  
अफारा afaraa  
अफीम    afeem   
अफेयर्स   afeyars 
अफ्रिका   afrikaa 
अफ्रीकन   afrikan 
अफ्रीका   aafrekaa        
अफ्रीकांस     afrekaans       
अफ्रीकियों  afrekiyon       
अफ्रीकी   afrekee 
अब  aba     
अबंधकित   abandhakit      
अबकी    abakee  
अबके    abake   abakay
अबखाजिया        abkhajiyaa      
अबतक    abatak  
अबरार abaraar 
अबरी    abaree  
अबरक़    abarak  
अबल       abal    
अबला    abalaa  
अबा       abaa    
अबाउट abaaut  about
अबाध    abaadh  
अबाधित      abaadhit        
अबाबा ababaa  
अबिजान      abijaan 
अबीजीय      abejeeya        
अबीर    abeer   
अबीसीनिया     abeseniyaa      
अबु       abu     
अबुध    abudh   
अबुल    abul    
अबू       aboo    
अबूजा abojaa  
अबूझ    aboojh  
अबूझमाड़   abojhmaad       
अबूझा abojhaa 
अबे       abe     
अबै       abai    
अबोध    abodha  
अबोधता      abodhataa       
अबोध्य      abodhya 
अबोध्यता        abodhyataa      
अब्जद abjad   
अब्जिनी   abjinee 
अब्दाली   abdalee 
अब्दुर      abdur   
अब्दुर्रहमान    abdurrahmaan    
अब्दुल      abdul   
अब्दुल्ला     abdulla 
अब्दुल्लाह  abdullah        
अब्बा abba    
अब्बाजान        abbajaan        
अब्बास      abbas   
अब्बासी   abbasee 
अब्बे abbe    
अब्राम      abraam  
अब्राहम   abraaham        
अब्राह्मण     abraahaman      
अब्रूज़ी   abroozee        
अभंग    abhang  
अभंजनीयता     abhanjaneyataa  
अभक्ति      abhakti 
अभगत    abhagat 
अभद्र abhadra 
अभद्रता   abhadrataa      
अभय       abhay   
अभयदान      abhaydaan       
अभयपत्र   abhaypatra      
अभयपुर      abhaypur        
अभयप्रद   abhayprad       
अभयारण्य        abhyaaranya     
अभयारण्यों  abhyaaranyon    
अभर       abhar   
अभरक    abharak 
अभागा abhagaa 
अभागिन      abhaagin        
अभागिनि   abhaagini       
अभागी abhagee 
अभागे abhaage 
अभागों      abhagon 
अभाग्य      abhaagya        
अभारित      abharit 
अभाव    abhaav  
अभावग्रस्त  abhaavgrasth    
अभावात्मक     aabhavaatamak   
अभावों      abhaavon        
अभास    abhaas  
अभि       abhi    
अभिकरण      abhikaran       
अभिकर्ता        abhikartaa      
अभिकर्ताओं  abhikartaaon    
अभिकर्मक        abhikarmak      
अभिकर्मकों  abhikarmakon    
अभिकलक      abhikalak       
अभिकलन      abhikalan       
अभिकल्प   abhikalp        
अभिकल्पक        abhikalpak      
अभिकल्पन        abhikalpan      
अभिकल्पना     abhikalpanaa    
अभिकल्पित     abhikalpit      
अभिकारक   abhikarak       
अभिक्रिया     abhikriyaa      
अभिक्रियाएँ       abhikriyaaen    
अभिक्रियाएं       abhikriyaaen    
अभिक्रियाओं       abhikriyaaon    
