अ     A
अनुशासन   Anushashan
अनुशासनपूर्वक Asnushanpurbak
अनुशासनप्रिय    Anushashanpriya
अनुशासनबद्ध       Anushahanbaddha
अनुशासनहीन  Anushahshanhin
अनुशासनहीनता    Anushahanhinta
अनुशासनात्मक    Anushasanatmak
अनुशासनिक     Anushasnik
अनुशासनों     Anushashanon
अनुशासित        Anushashit
अनुशास्ति     Anushasti
अनुशिष्ट        Anushista
अनुशीर्षक     Anushirsak
अनुशीलता        Anushilta
अनुशीलन   Anushilan
अनुशीलित        Anushilit
अनुशोधन   Anushodhan
अनुश्रवण        Anushraban
अनुश्रुत        Anusrut
अनुश्रुति     Anusruti
अनुश्रुतियों    Anusrutiyon
अनुश्रुतियों    Anusrutiyon
अनुश्रोता     Anushrota
अनुषंगियों  Anushangiya
अनुषंगी   Anushangi
अनुषा Anusha
अनुष्का   Anushka
अनुष्टुप        Anustup
अनुष्ठाता     Anusthata
अनुष्ठान        Anusthan
अनुष्ठानकर्ता Anusthankarta
अनुष्ठानों  Anusthanon
अनुसंधान        Anusandhan
अनुसंधानकर्ता Anusandhankarta
अनुसंधानकर्ताओं   Anusandhankartayon
अनुसंधानशाला    Anusandhanshala
अनुसंधानी     Anusandhani
अनुसंधानों  Anusandhanon
अनुसंधायक     Anusandhayak
अनुसंधित्सु       Anusandhitsu
अनुसचिव   Anusachib
अनुसचिवीय     Anusachibiyon
अनुसमर्थन     Anusamarthan
अनुसमर्थित  Anusamarthit
अनुसरण      Anusaran
अनुसरणकर्ता       Anusarankarta
अनुसरणीय        Anusaraniya
अनुसार      Anusar
अनुसारक   Anusarak
अनुसारता        Anusarta
अनुसारी   Anusari
अनुसुइया        Anusuya
अनुसूचित        Anusuchit
अनुसूचियों  Anusuchiyon
अनुसूची   Anusuchi
अनुसेवा   Anuseba
अनुसेवी   Anisebi
अनुस्खीय        Anuskhiya
अनुस्मरण        Anusmaran
अनुस्मारक     Anusmarak
अनुस्मृति     Anusmriti
अनुस्यूत        Anusyut
अनुस्रोता     Anustrota
अनुस्वाद        Anuswad
अनुस्वार        Anuswar
अनूठा Anutha
अनूठी Anuthi
अनूठे Anuthe
अनूदित      Anudit
अनूप    Anup
अनूपपुर   Anupsur
अनूपम Anupam
अनूपशहर   Anupsahar
अनूढ़ागमन        Anudhagaman
अने       Ane
अनेक    Anek
अनेकता      Anketa
अनेकवादी        Anekbadi
अनेकानेक        Anekanek
अनेको Aneko
अनेकों      Anekon
अनैकांतिक     Anaikantik
अनैच्छिक        Anaichhik
अनैतिक      Anaitik
अनैतिकता        Anaitikta
अनैतिकतापूर्ण Anaitiktapurna
अनैतिकतापूर्वक      Anaitikpurbak
अनैयायिक        Annaiyayik
अनोखा Anaukha
अनोखी Anokha
अनोखे Anokhe
अनौखा Anokha
अनौचित्य        Anouchitya
अनौपचारिक     Anoupcharik
अनौपचारिकता       Anoupcharikta
अन्जान      Anjan
अन्डोरा   Andorra
अन्त    Anta
अन्तःकरण        Antahakaran
अन्तःकाष्ठ  Antahkastha
अन्तःकेन्द्र    Antahakendra
अन्तःकेन्द्रिक      Antahakendrik
अन्तःक्षेपण       Antakshepan
अन्तःवासी     Antahabasi
अन्तःसंगीत  Antahasangeet
अन्तकाल   Antakal
अन्तगर्भाशायी Antagarbhasayi
अन्तत Antataa
अन्ततः      Antataha
अन्ततोगत्वा       Antotyagta
अन्तर Antar
अन्तरंग   Antarang
अन्तरजाल        Antarjal
अन्तरण      Antaran
अन्तरराष्ट्रीय      Antarrashtriya
अन्तरात्मा  Antarratma
अन्तराल   Antaral
अन्तराष्ट्रीय Antarashtriya
अन्तरिक्ष     Antariksha
अन्तर्गत        Antargat
अन्तर्जंघिका    Antarjanghika
अन्तर्जाल     Antarjal
अन्तर्ज्ञानवादी   Antargyanbadi
अन्तर्दर्शन       Antardarshan
अन्तर्दशा     Antardasha
अन्तर्धर्मसंप्रदायी       Antadharmasampradaayi
अन्तर्धान     antardhaan
अन्तर्निर्मित Antarnirmit
अन्तर्निहित       Antarnihit
अन्तर्मन        Antarman
अन्तर्यामी  Antaryami
अन्तर्राज्यीय Antarrajiyon
अन्तर्राष्ट्रीय   Antarrashtiyon
अन्तर्रोधन  Antarrodhan
अन्तर्वाह     Antarbahan
अन्तर्संस्था    Antasanstha
अन्तहीन   Antahin
अन्तिम      Antim
अन्त्येष्टि       Antyesti
अन्दर Andar
अन्दाज      Andaaz
अन्दाजा   Andaaza
अन्दाज़      Andaaz
अन्ध    Andha
अन्धकार   Andhakar
अन्धता      Andhata
अन्धविश्वास       Andhabiswas
अन्धविश्वासी    Andhabiswasi
अन्धा Andha
अन्धाधुन्ध  Andhadundh
अन्धानुकरण  Andhanukaran
अन्धे Andhe
अन्धेर      Andher
अन्धेरा   Andhera
अन्न    Anna
अन्नकूट   Annakut
अन्नदाता        Annadata
अन्नपूर्णा  Annapurna
अन्नप्राशन  Annaprashan
अन्नमय      Annamay
अन्ना Anna
अन्नागार        Annagar
अन्नादुरै     Annadurein
अन्नान      Annan
अन्नामलाई     Annamalai
अन्नाराम        Annaram
अन्य    Anya
अन्यजातियों       Anyajatiyon
अन्यतम      Anyatam
अन्यत्र   Anyatra
अन्यत्रता     Anyatrata
अन्यथा      Anyatha
अन्यदेशीय     Anyadeshiya
अन्यमनस्कता       Anyamanaskta
अन्यान्य        Anyanya
अन्याय      Anyay
अन्यायपूर्ण       Anyaypurna
अन्यायपूर्णता Anyaypurnata
अन्यायी   Anyayi
अन्यायों        Anyayon
अन्यों      Anyo
अन्योन्यक्रिया      Anyonyakriya
अन्योन्याश्रय Anyonyashraya
अन्योन्याश्रित      Anyonyashrita
अन्वेशण   Anweshan
अन्वेषक   Anweshak
अन्वेषकों     Anweshako
अन्वेषण   Anweshan
अन्वेषणशील  Anweshanshil
अन्वेषणात्मक    Anweshanatmak
अन्वेषणों     Anweshanon
अन्वेषित        Anweshit
अन्वेषी   Anweshi
अनफ़िप Anfip
अनफ़िल्टर्ड  Unfiltered
अनफ़ैशनेबल     Unfashionable
अप  Aap
अपंग    Apang
अपंगता      Apangta
अपंजीकृत        Apanjikrit
अपकरण Apakaran
अपकर्मी   Apakarmi
अपकर्ष      Apakasrha
अपकर्षक   Apakarshak
अपकर्षण   Apakarshan
अपकर्षिणी     Apakarshni
अपकर्षी   Apakarshi
अपकलंक      Apakalank
अपकार Apakar
अपकारक      Apakarak
अपकारिता        Apakarita
अपकारी      Apakari
अपकीरति   Apakirti
अपकीर्ण   Apakirna
अपकीर्ति        Apakirti
अपकीर्तिकर  Apakirtikar
अपकृत Apakariti
अपकृत्य   Apakritya
अपकृष्टता     Apakrishtata
अपकेंद्र        Apakendra
अपकेंद्री     Apakendri
अपक्व Apakk
अपक्वता   Apakkata
अपक्षपात        Apakshpat
अपक्षय      Apaksheya
अपक्षयण   Apakshyan
अपक्षयी   Apakshyi
अपक्षरणीय     Apakshrniya
अपक्षीणन        Apakshinan
अपगति Apagati
अपग्रेड   Upgrade
अपघटन Apghatan
अपघर्षक   Apgharshak
अपघर्षी   Apagharshi
अपच       Apach
अपचय    Apachay
अपचयन Apachayan
अपचार Apachar
अपचारी      Apachari
अपचित Apachit
अपच्छेदन        Apachhdedan
अपछरा Apachara
अपजनन Apajanan
अपटु    Apatu
अपटुता      Apatuta
अपठनीय      Apathniya
अपठित Apathit
अपडेट Update
अपत       Apat
अपतट    Apatat
अपतटीय      Apattiya
अपतुष्टि        Apatushtiya
अपथ्य Apathya
अपदस्थ      Apadashta
अपद्रव्यों  Apadrabya
अपन       Apan
अपनत    Apanat
अपनत्व      Apanatta
अपनयन Apanayan
अपना    Apna
अपनाई Apnai
अपनाए Apnayein
अपनाएं      Apnayein
अपनाएगा   Apnayega
अपनाएगी   Apnayegi
अपनाकर      Apnakar
अपनाता      Apnata
अपनाती      Apnati
अपनाते      Apnatein
अपनाना      Apnana
अपनानी      Apnani
अपनाने      Apnane
अपनापन      Apnapan
अपनाम Apnam
अपनाया      Apnaya
अपनायी      Apnayi
अपनाये      Apnayein
अपनी    Apni
अपनीत Apnit
अपने    Apne
अपनें Apnein
अपनेआप      Apneap
अपनेपन      Apnepan
अपनों Apnon
अपभ्रंश   Apbhransh
अपमान Apaman
अपमानजनक        Apamanjanak
अपमानसूचक     Amapamansuchak
अपमानित   Apamanit
अपमिश्रित     Apamishrit
अपमुखी      Apamukhi
अपयश    Apayash
अपयशकारी        Apaysahkari
अपर       Apar
अपरंपरागतता       Aparangparagata
अपरंपार   Apampar
अपरचना      Aparachna
अपरता Aparta
अपरद    Aparad
अपरदन Aparadan
अपरमपार   Apampar
अपरम्परागत  Apamparagat
अपरम्पार        Aparmpar
अपररूपता        Aparupta
अपरसायनविद  Aparasayanbid
अपरा    Apara
अपराइट      Upright
अपराजिता        Aparajita
अपराजितो        Aparajito
अपराजेय   Aparajeyon
अपराजेयता     Aparajeyota
अपराध Aparadh
अपराधबोध        Aparadhbodh
अपराधिक   Aparadhik
अपराधियों     Aparadhik
अपराधी      Aparadhi
अपराधीकरण     Aparadhikaran
अपराधों   Aparadhon
अपरान्ह   Aparhnna
अपरामर्श्य  Aparamarsha
अपरावर्तित  Aparabaritit
अपराह्न   Aparahnna
अपरिग्रह        Aparigraha
अपरिचित   Aparichit
अपरिचितता     Aparichita
अपरिचितों     Aparchiton
अपरिणीता        Aparinita
अपरिपक्व        Aparipakka
अपरिपक्वता  Aparipakkata
अपरिभाषित     Aparibhashit
अपरिभाष्य     Aparibhasya
अपरिमित   Aparimit
अपरिमेय   Aparimeya
अपरिवर्तनवादी Aparibartanbadi
अपरिवर्तनीय       Aparibartaniya
अपरिवर्तनीयता Aparibartaniyata
अपरिवर्तित  Aparibartit
अपरिवर्ती     Aparibarti
अपरिवर्त्य  Aparibatya
अपरिशोधित     Aparishodhit
अपरिष्कृत     Apariskrit
अपरिष्कृतता       Apariskritta
अपरिहारित     Apariharit
अपरिहार्य     Apariharya
अपरिहास   Aparihas
अपरूप Aparup
अपरूपक      Aparupak
अपरूपता   Aparupta
अपरोक्ष   Aparoksh
अपर्णा      Aparna
अपर्याप्त     Aparyapta
अपर्याप्तता       Aparyaptta
अपर्याप्ति  Aparyapti
अपलक्षण   Apalaskshan
अपलाभ Apalabh
अपलिंक      Apalankik
अपलैंड      Upland
अपलोक Uplock
अपलोड Upload
अपवंचन      Apabanchan
अपवर्ग      Apabarga
अपवर्जक   Apabarjak
अपवर्जन   Apabarjan
अपवर्जित        Apabarjit
अपवर्ज्य        Apabarjya
अपवर्तक   Apabartak
अपवर्तन   Apabartan
अपवर्तनांक  Apabartanak
अपवर्तनी        Apabartani
अपवर्तित        Apabartit
अपवर्त्य        Apabartya
अपवहन Apabahan
अपवाद Apabad
अपवादिक   Apabadik
अपवादित   Apabadit
अपवादों   Apabadon
अपवाह Apabaha
अपविक्रय        Apabikraya
अपवित्र   Apabitra
अपवित्रकारी       Apabitrakari
अपवित्रा        Apabitra
अपवित्रीकरण       Apabitrikaran
अपव्यय      Apabyay
अपव्ययी   Apabyayi
अपशंक Apashank
अपशकुन      Apshakun
अपशगुन      Apshagun
अपशब्द      Apashabd
अपशब्दपूर्ण       Apshabdpurna
अपशब्दों        Apshabdo
अपशिष्ट   Apshishisto
अपश्रुति        Apshruti
अपसंदर्भन     Apsandabharshan
अपसव्य      Apsabya
अपसामान्य     Apasamnya
अपसामान्यता       Apsamanyata
अपसारक      Apasarak
अपसारण      Apasaran
अपसारित   Apasarit
अपसारी      Apasari
अपसौर Upsoar
अपस्टार्ट     Upstart
अपस्ट्रोक     Upstroke
अपस्फीत   Apsphit
अपस्मृति        Apsmriti
अपस्वार्थी  Apswarthi
अपहरण Apharan
अपहरणकर्ता  Apaharankarta
अपहर्ता   Apaharta
अपहर्ताओं     Apahartyon
अपहानि      Apahani
अपहारक      Apaharak
अपहृत Apahrit
अपह्रत      Apahrit
अपाकरण      Apakaran
अपाची Apachit
अपाचे Apache
अपात्र      Apatra
अपात्रता        Apatrata
अपान    Apan
अपामार्ग        Apamarga
अपार    Apar
अपारदर्शिता       Apardarshita
अपारदर्शी     Apardarshi
अपारा Apara
अपारिवारिक  Aparibarik
अपार्टमेंट  Apartment
अपार्टमेंट  Apartment
अपार्टमेन्ट       Apartment
अपार्ट्मेंट       Apartment
अपार्यता        Aparyata
अपालतू      Apaltu
अपावन Apaban
अपावर्तक        Apabartak
अपाहिज      Apahij
अपितु Apitu
अपित्त      Apitta
अपिपासा   Apipasa
अपील    Appeal
अपीलकर्ता     Appealkarta
अपीलकर्ताआ  Apppealkartya
अपीलार्थी     Appelarthi
अपीली Appeli
अपीलीय      Appeliya
अपीलें      Appelain
अपीलों      Appelon
अपुत्रक   Aputrak
अपुष्ट      Apushta
अपुष्टिकर     Apushtikar
अपुष्पी   Apushpi
अपूप    Apup
अपूयन Apuyan
अपूरणीय   Apurniya
अपूर्ण      Apurna
अपूर्णता        Apurnata
अपूर्य      Apurya
अपूर्व      Apurba
अपूर्वकथित  Apurbakathit
अपूर्वता        Apurbata
अपूर्वतासे  Apurbatabasein
अपूर्वदृष्ट       Apurbadrishta
अपूर्वा   Apurba
अपूर्वाग्रही    Apurbagrahi
अपूर्वानुमानित      Apurbanumanit
अपूर्वानुमेय    Apurbanumeya
अपूर्वानुमेयता      Apurbanumeyata
अपेक्षणीय     Apekshniya
अपेक्षतया     Apekshayata
अपेक्षया        Apekshaya
अपेक्षा   Apeksha
अपेक्षाएं     Apeskshaya
अपेक्षाओं     Apekshayon
अपेक्षाकृत  Apekshakrit
अपेक्षित        Apekshit
अपेक्षी   Apekshi
अपेक्ष्य        Apekshya
अपॉइंटमेंट  Appointment
अपॉन    Upon
अपोलो Appollo
अपोहक Apohak
अपोहन Apohan
अप्पन Appan
अप्पा Appa
अप्पू Appu
अप्रकाश   Aprakash
अप्रकाशनीय  Aprakashniya
अप्रकाशित     Aprakashit
अप्रकाश्य     Aprakashya
अप्रकृत   Aprakrit
अप्रचलन   Aprachalan
अप्रचलित        Aprachalit
अप्रचार   Aprachar
अप्रतिकार     Apratikar
अप्रतिकार्य       Apratikarya
अप्रतिक्रियात्मक        Apratikritmak
अप्रतिक्रियाशील   Apratikriyashil
अप्रतिक्रियाशीलता     Apratikriyashilta
अप्रतिज्ञाबद्ध      Apratigyabaddh
अप्रतिदेय     Apratideya
अप्रतिनिधिक       Apratinidhak
अप्रतिबंधात्मक      Apratibandhak
अप्रतिबंधित       Apratibandhit
अप्रतिबद्ध  Apratibaddha
अप्रतिबन्ध  Apratibandha
अप्रतिबन्धित    Apratbandhit
अप्रतिभ   Aprativ
अप्रतिभागित       Apratibhagit
अप्रतिभाव्य       Apratibhavya
अप्रतिम   Apratim
अप्रतियोगितात्मक        Apratiyogitatmak
अप्रतिरथ        Apratirath
अप्रतिरोध     Apratirodh
अप्रतिरोधी  Apratirodhi
अप्रतिवादित       Apratibadit
अप्रतिवादी  Apratibadi
अप्रतिवाद्य       Apratibaddya
अप्रतिवेदित       Apratibedit
अप्रतिवेद्य       Apratibadda
अप्रतिशोधित       Apratishodhit
अप्रतिशोधी  Apratishodhi
अप्रतिष्ठा  Apratistha
अप्रतिष्ठाकर    Apratishtakar
अप्रतिष्ठाकारी      Apratishakari
अप्रतिष्ठित       Apratisthit
अप्रतिसंहरणीय Apratisangharniya
अप्रतिस्थाप्य Apratisthaya
अप्रतिस्पर्धात्मक     Apratispardhatmak
अप्रतिहत        Apratihat
अप्रत्यक्ष  Apratyaskha
अप्रत्यक्षता    Apratyashata
अप्रत्यय        Aprtyay
अप्रत्यायक  Apratyayak
अप्रत्यार्पणीय      Apratyarpaniya
अप्रत्याशित       Apratyashit
अप्रत्य्क्ष       Apratkshya
अप्रदत्त        Apradatta
अप्रदर्शनशील    Apradarshanshil
अप्रधान   Apradhan
अप्रभावनीय  Aprabhabniya
अप्रभावशाली       Aprabhabshali
अप्रभावशील  Aprabhabshil
अप्रभावित     Aprabhabit
अप्रभावी        Aprabhabi
अप्रभाव्य     Aprabhabya
अप्रभाव्यता       Aprabhabyata
अप्रभेद्य     Aprabhedya
अप्रमाण   Aprbhan
अप्रमाणिकता       Apramanikta
अप्रमाण्य     Apramanya
अप्रयुक्त     Aprayukta
अप्रयोग   Aprayog
अप्रयोगात्मक    Aprayogatmak
अप्रयोगावस्था Aprayogabastha
अप्रयोज्य     Aprayojya
अप्रवर्तनीय       Aprabartaniya
अप्रवर्ती     Aprabarti
अप्रवास   Aprabas
अप्रवासन        Aprabasan
अप्रवासियों       Aprabasiyon
अप्रवासी        Aprabasi
अप्रवृत   Aprabrit
अप्रवेश्य     Aprabeshya
अप्रवेश्यता       Aprabeshyata
अप्रशंसनीय  Aprasanshaniya
अप्रशम्य        Aprashamya
अप्रशिक्षित       Aprasikshit
अप्रसन्न        Aprasanna
अप्रसन्नता  Aprasannata
अप्रसन्नतापूर्वक        Aprasannatatapurbak
अप्रसाद   Aprasad
अप्रसार   Aprasar
अप्रसारित     Aprasarit
अप्रस्तुत     Aprastut
अप्रस्न्न     Aprasanna
अप्राकाम्य  Aprakamya
अप्राकृतिक  Aprakritik
अप्राक्कथनीयता      Aprakathaniyata
अप्राप्त        Aprapta
अप्राप्तलक्ष्य      Apraptalakshya
अप्राप्तवय  Apraptabay
अप्राप्तवयस्क Apraptabayaska
अप्राप्य        Aprapaya
अप्राप्यता  Aprapyata
अप्रायिक        Aprayik
अप्रार्थित  Aprarthik
अप्रासंगिक  Aprasangik
अप्रासंगिकता    Aprasangikta
अप्रिय      Apriya
अप्रियता        Apriyata
अप्रेंटिस     Apprentice
अप्रेरक   Aprerak
अप्रेरित        Aaprerit
अप्रेल      April
अप्रैल      April
अप्रोच      Approach
अप्रौढ़      Aproudh
अप्लाइड   Applied
अप्लिकेशन     Application
अप्सरा      Apsara
अप्सराएँ        Apsarayein
अप्सराओं        Apsarayon
अपढ़       Apadh
अफ  Af
अफगान Afgan
अफगानिस्तान       Aganistan
अफगानी      Afgani
अफगानों   Afangon
अफजल    Afjal
अफरा    Afra
अफराना      Afrana
अफवाह Afwah
अफवाहें   Awahein
अफवाहों   Afwahon
अफसर    Afsar
अफसरशाही        Afsarsahi
अफसरी Afsari
अफसरों      Afsaron
अफसाना      Afsana
अफसोस Adsos
अफारा Afara
अफीम    Afim
अफेयर्स   Affairs
अफ्रिका   Africa
अफ्रीकन   African
अफ्रीका   Africa
अफ्रीकांस     Africans
अफ्रीकियों  Afrikiyon
अफ्रीकी   Africi
अब  Aab
अबंधकित   Abandhkit
अबकी    Abki
अबके    Abke
अबखाजिया        Abkhajiya
अबतक    Abtak
अबरार Abrar
अबरी    Abri
अबरक़    Abrank
अबल       Abal
अबला    Abla
अबा       Aba
अबाउट About
अबाध    Abadh
अबाधित      Abadhit
अबाबा Ababa
अबिजान      Abijan
अबीजीय      Abijiya
अबीर    Abir
अबीसीनिया     Abisinya
अबु       Abu
अबुध    Abudh
अबुल    Abul
अबू       Abu
अबूजा Abuja
अबूझ    Abujh
अबूझमाड़   Abujhmad
अबूझा Abujha
अबे       Abe
अबै       Abee
अबोध    Abodh
अबोधता      Abodhta
अबोध्य      Abodhya
अबोध्यता        Abodhyata
अब्जद Abjad
अब्जिनी   Abjinj
अब्दाली   Abdali
अब्दुर      Abdur
अब्दुर्रहमान    Abdhurahaman
अब्दुल      Abdul
अब्दुल्ला     Abdulla
अब्दुल्लाह  Abdullah
अब्बा Abba
अब्बाजान        Abbajan
अब्बास      Abbas
अब्बासी   Abbasi
अब्बे Abbe
अब्राम      Abram
अब्राहम   Abraham
अब्राह्मण     Abrahman
अब्रूज़ी   Abruji
अभंग    Abhang
अभंजनीयता     Abhanjaniyata
अभक्ति      Abhakti
अभगत    Abhagat
अभद्र Abhadra
अभद्रता   Abhadrata
अभय       Abhay
अभयदान      Abhaydan
अभयपत्र   Abhaypatra
अभयपुर      Abhaypur
अभयप्रद   Abhayaprada
अभयारण्य        Abhayranya
अभयारण्यों  Abhayaranna
अभर       Abhar
अभरक    Abharak
अभागा Abhaga
अभागिन      Abhagit
अभागिनि   Abhagini
अभागी Abhagi
अभागे Abhage
अभागों      Abhagon
अभाग्य      Abhagya
अभारित      Abharit
अभाव    Abhab
अभावग्रस्त  Abhabgrasta
अभावात्मक     Abhabatmak
अभावों      Abhabon
अभास    Abhas
अभि       Abhi
अभिकरण      Abhikaran
अभिकर्ता        Abhikarta
अभिकर्ताओं  Abhikarton
अभिकर्मक        Abhikarmok
अभिकर्मकों  Abhikarmokon
अभिकलक      Abhikalak
अभिकलन      Abhikalak
अभिकल्प   Abhikalpa
अभिकल्पक        Abhikalpak
अभिकल्पन        Abhikalpan
अभिकल्पना     Abhikalpana
अभिकल्पित     Abhikalpit
अभिकारक   Abhikarak
अभिक्रिया     Abhikriya
अभिक्रियाएँ       Abhikriyan
अभिक्रियाएं       Abhikriyay
अभिक्रियाओं       Abhikriyaon
अभिक्रियाशील    Abhikriyashil
अभिक्षमता     Abhikshamata
अभिगणना   Abhiganana
अभिगम Abhigam
अभिगमन      Abhigaman
अभिगम्य   Abhigamya
अभिगम्यता     Abhigamyata
अभिग्रहण        Abhigrahan
अभिग्रहणशील       Abhigrahanshil
अभिघात      Abhighat
अभिघातक   Abhighatak
अभिघातज   Abhighataj
अभिघातजन्य  Abhighatajanya
अभिघातविज्ञान Abhighatbigyan
अभिचार      Abhichar
अभिजन Abhijan
अभिजनक      Abhijanak
अभिजात      Abhijat
अभिजाततंत्र       Abhijattantra
अभिजातवाद     Abhijatbadd
अभिजाति   Abhijati
अभिजातीयकरण       Abhijatiyakaran
अभिजात्य        Abhijatya
अभिजित      Abhijit
अभिजित्   Abhijit
अभिजीत      Abhijit
अभिज्ञ      Abhigya
अभिज्ञता        Abhigyata
अभिज्ञात        Abhigyat
अभिज्ञान        Abhigyan
अभित्रास        Abhitras
अभिदत्त   Abhidutt
अभिदाता   Abhidata
अभिदान      Abhidan
अभिदान      Abhidan
अभिदायी   Abhidayi
अभिद्रोह        Abhidrohi
अभिद्वार        Abhidwar
अभिनंदन   Abhinandan
अभिनंदी   Abhinandi
अभिनति      Abhinati
अभिनन्दन        Abhinandan
अभिनन्दनपत्र    Abhinandanpatra
अभिनय Abhinay
अभिनव Abhinab
अभिनियम   Abhiniyam
अभिनिर्णय     Abhinirnay
अभिनिर्णायक       Abhinirnayak
अभिनिर्धारण       Abhinirdharak
अभिनिर्धारित    Abhinirdharit
अभिनीत      Abhinit
अभिनीति   Abhiniti
अभिनेट्री     Abhinetri
अभिनेता   Abhineta
अभिनेताओं     Abhinetayon
अभिनेत्रियों    Abhinetriyon
अभिनेत्री     Abhinetri
अभिन्न      Abhinna
अभिन्यास        Abhinnyas
अभिप्राप्त  Abhiprapt
अभिप्राप्य  Abhiprapya
अभिप्राय        Abhipray
अभिप्रायपूर्ण Abhpraypurna
अभिप्रायानुसार      Abhiprayanusar
अभिप्रेत        Abhipret
अभिप्रेरक     Abhiprerak
अभिप्रेरण     Abhipreran
अभिभव Abhibhab
अभिभाव      Abhibhab
अभिभावक   Abhibhabak
अभिभावकता     Abhibhabakta
अभिभावकहीन  Abhibakhin
अभिभावकों     Abhibhabakon
अभिभाषक   Abhibhashak
अभिभाषण   Abhibhasan
अभिभूत      Abhibhut
अभिमंत्रित  Abhimantrit
अभिमत Abhimat
अभिमन्यु        Abhimanyu
अभिमान      Abhiman
अभिमानपूर्वक    Abhimanpurbak
अभिमानरहित  Abhimanrahin
अभिमानी   Abhimani
अभियंता   Abhiyanta
अभियंताओं     Abhiyantaon
अभियंत्रण     Abhiyantran
अभियन्ता        Abhiyanta
अभियांत्रिकी    Abhiyantrik
अभियाचना        Abhiyachana
अभियान      Abhiyan
अभियानों        Abhiyanon
अभियान्त्रिकी Abhiyantriki
अभियुक्त        Abhiyukt
अभियुक्ति     Abhiyukti
अभियुक्तों  Abhiyukton
अभियोक्ता     Abhiyokta
अभियोक्तृ     Abhiyokto
अभियोक्त्री       Abhiyoktri
अभियोगी   Abhiyogi
अभियोजक   Abhiyojak
अभियोजकीय     Abhiyojkiya
अभियोजकों     Abhiyojkon
अभियोजन   Abhiyojan
अभियोजित        Abhiyojit
अभियोज्य        Abhiyojya
अभियोज्यता  Abhiyojyata
अभिरंजक   Abhiranjak
अभिरंजित        Abhiranjit
अभिरक्षक        Abhirakshak
अभिरक्षण        Abhirakshan
अभिरक्षा        Abhiraksha
अभिरक्षित     Abhirakshit
अभिराम      Abhiram
अभिरुचि   Abhiruchi
अभिरूचि   Abhiruchi
अभिलंबता        Abhilambata
अभिलक्षण        Abhilakshan
अभिलक्षणों  Abhilakshanon
अभिलषित   Abhilashit
अभिलाष      Abhilash
अभिलाषा   Abhilasha
अभिलाषाओं     Abhilashayon
अभिलाषित        Abhilashit
अभिलाषी   Abhilashi
अभिलाषीना     Abhilashina
अभिलिखित        Abhilikhit
अभिलेख      Abhilekh
अभिलेखक   Abhilehak
अभिलेखन   Abhilekhan
अभिलेखपाल     Abhilekhpal
अभिलेखागार  Abhilekhagar
अभिलेखाध्यक्ष Abhilekhadhyaksha
अभिलेखानुसार    Abhilekhanusar
अभिलेखित        Abhilekhit
अभिलेखी   Abhilekhi
अभिलेखीय        Abhilekhiya
अभिलेखों        Abhilekhon
अभिवंद्य        Abhiband
अभिवर्तक        Abhibartak
अभिवर्धित     Abhibardhit
अभिवर्धी        Abhibardhi
अभिवादन   Abhibadan
अभिवादित        Abhibadit
अभिवाद्य        Abhibadya
अभिवाह      Abhibadya
अभिवाही   Abhibahi
अभिविन्यास  Abhibanyasi
अभिवृत्ति     Abhibritti
अभिवृद्धि     Abhibriddhi
अभिव्यंजक     Abhibyanjak
अभिव्यंजकता       Abhibyanjakta
अभिव्यंजना  Abhibyanjana
अभिव्यंजनावाद Abhibyanjanbad
अभिव्यंजनावादी      Abhibyanjanbadi
अभिव्यक्त     Abhibyakti
अभिव्यक्ति  Abhibyakti
अभिव्यक्तियाँ Abhibyaktiyon
अभिव्यक्तियां Abhibyaktiyon
अभिव्यक्तियों Abhibyaktiyon
अभिव्यक्तिशील Abhibyaktishil
अभिशंसन   Abhisanshan
अभिशप Abhishap
अभिशप्त   Abhishapt
अभिशाप      Abhishap
अभिशापित        Abhisapti
अभिशासन   Abhisashan
अभिशासित        Abhisashit
अभिषंगी   Abhisangi
अभिषद Abhisad
अभिषिक्त        Abhisikt
अभिषेक      Abhisek
अभिषेक्ता     Abhisekta
अभिसमय      Abhisamay
अभिसरण      Abhisaran
अभिसार      Abhisar
अभिसारिका     Abhisarika
अभिसारी   Abhisari
अभिसूचक   Abhisauchak
अभिस्वीकृति       Abhisikriti
अभिहस्तांकन       Abhihastankan
अभिहस्तांतरक    Abhihastantark
अभिहित      Abhihit
अभी       Abhi
अभीत    Abhitras
अभीप्सा   Abhipsa
अभीप्सित        Abhipsit
अभीप्सु   Abhipsu
अभीर    Abhir
अभीष्ट      Abhista
अभूत    Abhut
अभूतपूर्व     Abhitpurba
अभेद    Abhad
अभेद्य      Abhedya
अभेद्यता        Abhedyata
अभोगी Abhogi
अभोजित      Abhojit
अभोज्य      Abhojya
अभ्यर्थियों       Abhyarthiyon
अभ्यर्थी        Abhyarthi
अभ्यस्त   Abhyasta
अभ्यारण   Abhyaran
अभ्यारण्य     Abhyaranya
अभ्यारोपणीय       Abhyaropniya
अभ्यारोप्य  Abhyaropya
अभ्यावेदक     Abhyabedak
अभ्यावेदन     Abhyabedan
अभ्यास      Abhyas
अभ्यासकार्य       Abhyaskarya
अभ्यासगत        Abhyasgat
अभ्यासों        Abhyason
अभ्युदय   Abhyudyay
अभ्रक Abhrak
अभ्रांत   Abhrat
अभ्रोत्थ        Abhroth
अमंगल Amangal
अमंगलसूचक     Amangalsuchak
अमकट    Amakat
अमचूर Amachur
