अ     a
अन्तर्ज्ञानवादी   antargyanvade
अन्तर्दर्शन       antardarshan
अन्तर्दशा     antardasha
अन्तर्धर्मसंप्रदायी       antardharmsamprdaye
अन्तर्धान     antardhan
अन्तर्निर्मित antarnirmit
अन्तर्निहित       antarnirhit
अन्तर्मन        antarman
अन्तर्यामी  antaryame
अन्तर्राज्यीय antarajayeya
अन्तर्राष्ट्रीय   antarashtreya
अन्तर्रोधन  antarodhan
अन्तर्वाह     antarvah
अन्तर्संस्था    antarsansta
अन्तहीन   antahen
अन्तिम      antim
अन्त्येष्टि       antayeshti
अन्दर andar
अन्दाज      andaj
अन्दाजा   andaja
अन्दाज़      andaz
अन्ध    andh
अन्धकार   andhakar
अन्धता      andhata
अन्धविश्वास       andhavishwas
अन्धविश्वासी    andhavishwase
अन्धा andha
अन्धाधुन्ध  andhadhundh
अन्धानुकरण  andhanukaran
अन्धे andhe
अन्धेर      andher
अन्धेरा   andhera
अन्न    ana
अन्नकूट   anakoot
अन्नदाता        anadata
अन्नपूर्णा  anaporna
अन्नप्राशन  anaprashan
अन्नमय      anamaya
अन्ना ana
अन्नागार        anagar
अन्नादुरै     anadurei
अन्नान      anan
अन्नामलाई     anamalae
अन्नाराम        anaram
अन्य    anya
अन्यजातियों       anyajatiyon
अन्यतम      anyatam
अन्यत्र   anyatra
अन्यत्रता     anyatrata
अन्यथा      anyatha
अन्यदेशीय     anyadesheya
अन्यमनस्कता       anyamanskata
अन्यान्य        anyanya
अन्याय      anyaya
अन्यायपूर्ण       anyayapoorn
अन्यायपूर्णता anyayapornata
अन्यायी   anyaye
अन्यायों        anyayon
अन्यों      anyon
अन्योन्यक्रिया      anyonyakriya
अन्योन्याश्रय anyonyashram
अन्योन्याश्रित      anyonyashrit
अन्वेशण   anveshan
अन्वेषक   anveshak
अन्वेषकों     anveshakon
अन्वेषण   anveshan
अन्वेषणशील  anveshanshel
अन्वेषणात्मक    anveshanatamak
अन्वेषणों     anveshanon
अन्वेषित        anveshit
अन्वेषी   anveshe
अनफ़िप anfip
अनफ़िल्टर्ड  anfiltarad
अनफ़ैशनेबल     anfaishaneble
अप  ap
अपंग    apang
अपंगता      apangata
अपंजीकृत        apanjekrit
अपकरण apakaran
अपकर्मी   apakarme
अपकर्ष      apkarsh
अपकर्षक   apkarshak
अपकर्षण   apkarshan
अपकर्षिणी     apkarshane
अपकर्षी   apkarshe
अपकलंक      apkalank
अपकार apkar
अपकारक      apkarak
अपकारिता        apkarikata
अपकारी      apkare
अपकीरति   apkerati
अपकीर्ण   apkern
अपकीर्ति        apkerti
अपकीर्तिकर  apkertikar
अपकृत apkrit
अपकृत्य   apkritya
अपकृष्टता     apkrishtata
अपकेंद्र        apkendra
अपकेंद्री     apkendre
अपक्व apakva
अपक्वता   apakvata
अपक्षपात        apakshpat
अपक्षय      apakshya
अपक्षयण   apakshayan
अपक्षयी   apakshaye
अपक्षरणीय     apaksharaneya
अपक्षीणन        apakshenan
अपगति apagati
अपग्रेड   apgred
अपघटन apghatan
अपघर्षक   apgharshak
अपघर्षी   apgharshe
अपच       apach
अपचय    apachaya
अपचयन apachayan
अपचार apchar
अपचारी      apchare
अपचित apachit
अपच्छेदन        apchedan
अपछरा apchara
अपजनन apajanan
अपटु    apatu
अपटुता      apatuta
अपठनीय      apathaneya
अपठित apathita
अपडेट apdet
अपत       apata
अपतट    apatata
अपतटीय      apatateya
अपतुष्टि        aptushti
अपथ्य apathya
अपदस्थ      apadastha
अपद्रव्यों  apadravyon
अपन       apan
अपनत    apanat
अपनत्व      apanatva
अपनयन apanayan
अपना    apana
अपनाई apanaye
अपनाए apanae
अपनाएं      apanaen
अपनाएगा   apanaega
अपनाएगी   apanaege
अपनाकर      apanakar
अपनाता      apanata
अपनाती      apanate
अपनाते      apanate
अपनाना      apanana
अपनानी      apnane
अपनाने      apnane
अपनापन      apanapan
अपनाम apanam
अपनाया      apanaya
अपनायी      apanaye
अपनाये      apanae
अपनी    apane
अपनीत apnet
अपने    apane
अपनें apanein
अपनेआप      apaneap
अपनेपन      apanepan
अपनों apanon
अपभ्रंश   apabhransh
अपमान apaman
अपमानजनक        apamanajanak
अपमानसूचक     apamansoochak
अपमानित   apmanit
अपमिश्रित     apamishrit
अपमुखी      apmukhe
अपयश    apashaya
अपयशकारी        apashayakare
अपर       apar
अपरंपरागतता       aparamparagatata
अपरंपार   aparampar
अपरचना      aparachna
अपरता aparata
अपरद    aparad
अपरदन aparadan
अपरमपार   aparamapar
अपरम्परागत  aparamparagat
अपरम्पार        aparampar
अपररूपता        apararopta
अपरसायनविद  aparasayanvid
अपरा    apara
अपराइट      aparait
अपराजिता        aparajita
अपराजितो        aparajito
अपराजेय   aparajeyaya
अपराजेयता     aparajeyakata
अपराध aparadh
अपराधबोध        aparadhboodh
अपराधिक   aparadhik
अपराधियों     aparadhiyon
अपराधी      aparadhe
अपराधीकरण     aparadhekaran
अपराधों   aparadhon
अपरान्ह   aparanya
अपरामर्श्य  aparamarsh
अपरावर्तित  aparavartit
अपराह्न   aparahan
अपरिग्रह        aparigrih
अपरिचित   aparichit
अपरिचितता     aparichitata
अपरिचितों     aparichiton
अपरिणीता        aparineta
अपरिपक्व        aparipakva
अपरिपक्वता  aparipakvata
अपरिभाषित     aparibhashit
अपरिभाष्य     aparibhashya
अपरिमित   aparimit
अपरिमेय   aparimeya
अपरिवर्तनवादी aparivartanvad
अपरिवर्तनीय       aparivartaneya
अपरिवर्तनीयता aparivartaneyata
अपरिवर्तित  aparivartit
अपरिवर्ती     aparivarte
अपरिवर्त्य  aparivartya
अपरिशोधित     aparishodhit
अपरिष्कृत     aparishkrit
अपरिष्कृतता       aparishkritata
अपरिहारित     apariharit
अपरिहार्य     apariharya
अपरिहास   aparihas
अपरूप aparoop
अपरूपक      aparoopak
अपरूपता   aparopata
अपरोक्ष   aparoksh
अपर्णा      aparna
अपर्याप्त     aparyapta
अपर्याप्तता       aparyaptata
अपर्याप्ति  aparyapti
अपलक्षण   apalakshan
अपलाभ apalabha
अपलिंक      apalink
अपलैंड      apalaind
अपलोक apalok
अपलोड apalod
अपवंचन      apavachan
अपवर्ग      apavarg
अपवर्जक   apavarjak
अपवर्जन   apavarjan
अपवर्जित        apavarjit
अपवर्ज्य        apavarjya
अपवर्तक   apavartak
अपवर्तन   apavartan
अपवर्तनांक  apavartanank
अपवर्तनी        apavartane
अपवर्तित        apavartit
अपवर्त्य        apavartya
अपवहन apavahan
अपवाद apavad
अपवादिक   apavadik
अपवादित   apavadit
अपवादों   apavadon
अपवाह apavah
अपविक्रय        apavikraya
अपवित्र   apavitra
अपवित्रकारी       apavitrakare
अपवित्रा        apavitra
अपवित्रीकरण       apavitrekaran
अपव्यय      apavyay
अपव्ययी   apavyaye
अपशंक apshank
अपशकुन      apashakun
अपशगुन      apashagun
अपशब्द      apashabd
अपशब्दपूर्ण       apashabdpoorn
अपशब्दों        apshabdon
अपशिष्ट   apashisht
अपश्रुति        apashuti
अपसंदर्भन     apasandarbhan
अपसव्य      apasavya
अपसामान्य     apasamanya
अपसामान्यता       apasamanyata
अपसारक      apasarak
अपसारण      apasaran
अपसारित   apasarit
अपसारी      apasare
अपसौर apasaur
अपस्टार्ट     apastart
अपस्ट्रोक     apstrok
अपस्फीत   apasfet
अपस्मृति        apasmriti
अपस्वार्थी  apasvarthe
अपहरण apaharan
अपहरणकर्ता  apaharankarta
अपहर्ता   apaharta
अपहर्ताओं     apahartaon
अपहानि      apahani
अपहारक      apaharak
अपहृत aparhat
अपह्रत      aparhat
अपाकरण      apakaran
अपाची apache
अपाचे apache
अपात्र      apatra
अपात्रता        apatrata
अपान    apan
अपामार्ग        apamarg
अपार    apar
अपारदर्शिता       apardarshita
अपारदर्शी     apardarshe
अपारा apara
अपारिवारिक  aparivarik
अपार्टमेंट  apartment
अपार्टमेंट  apartment
अपार्टमेन्ट       apartment
अपार्ट्मेंट       apartment
अपार्यता        aparyata
अपालतू      apaltoo
अपावन apavan
अपावर्तक        apavartak
अपाहिज      apahij
अपितु apitu
अपित्त      apita
अपिपासा   apipasa
अपील    apel
अपीलकर्ता     apelkarta
अपीलकर्ताआ  apelkartaon
अपीलार्थी     apelarthe
अपीली apele
अपीलीय      apeleya
अपीलें      apelen
अपीलों      apelon
अपुत्रक   aputrak
अपुष्ट      apusht
अपुष्टिकर     apushtikar
अपुष्पी   apushpe
अपूप    apoop
अपूयन apooyan
अपूरणीय   aporveya
अपूर्ण      apoorna
अपूर्णता        apornata
अपूर्य      apoorya
अपूर्व      apoorva
अपूर्वकथित  apoorvakathit
अपूर्वता        aporvata
अपूर्वतासे  aporvatase
अपूर्वदृष्ट       apoorvadrasht
अपूर्वा   aporva
अपूर्वाग्रही    aporvagrahe
अपूर्वानुमानित      aporvanumanit
अपूर्वानुमेय    aporvanumeya
अपूर्वानुमेयता      aporvanumeyata
अपेक्षणीय     apekshaneya
अपेक्षतया     apekshataya
अपेक्षया        apekshaya
अपेक्षा   apeksha
अपेक्षाएं     apekshaen
अपेक्षाओं     apekshaon
अपेक्षाकृत  apekshakrit
अपेक्षित        apekshit
अपेक्षी   apekshe
अपेक्ष्य        apekshaya
अपॉइंटमेंट  apaintment
अपॉन    apan
अपोलो apolo
अपोहक apohak
अपोहन apohan
अप्पन apan
अप्पा apa
अप्पू apoo
अप्रकाश   aprakash
अप्रकाशनीय  aprakashneya
अप्रकाशित     aprakashit
अप्रकाश्य     aprakashya
अप्रकृत   aprakrit
अप्रचलन   aprachalan
अप्रचलित        aprachalit
अप्रचार   aprachar
अप्रतिकार     apratikar
अप्रतिकार्य       apratikarya
अप्रतिक्रियात्मक        apratikriyatmak
अप्रतिक्रियाशील   apratikriyashel
अप्रतिक्रियाशीलता     apratikriyaselta
अप्रतिज्ञाबद्ध      apratigyabadh
अप्रतिदेय     apratideya
अप्रतिनिधिक       apratinidhik
अप्रतिबंधात्मक      apratibandhatmak
अप्रतिबंधित       apratibandhit
अप्रतिबद्ध  apratibadh
अप्रतिबन्ध  apratibandh
अप्रतिबन्धित    apratibandhit
अप्रतिभ   apratibh
अप्रतिभागित       apratibhagik
अप्रतिभाव्य       apratibhavya
अप्रतिम   apratim
अप्रतियोगितात्मक        apratiyogitatmak
अप्रतिरथ        apratirath
अप्रतिरोध     apratirodh
अप्रतिरोधी  apratirodhe
अप्रतिवादित       aprativadit
अप्रतिवादी  aprativade
अप्रतिवाद्य       aprativadya
अप्रतिवेदित       aprativedit
अप्रतिवेद्य       aprativedya
अप्रतिशोधित       apratishodhit
अप्रतिशोधी  apratishodhe
अप्रतिष्ठा  apratishtha
अप्रतिष्ठाकर    apratishthakar
अप्रतिष्ठाकारी      apratishthakare
अप्रतिष्ठित       apratishthit
अप्रतिसंहरणीय apratisanharaneya
अप्रतिस्थाप्य apratishthapya
अप्रतिस्पर्धात्मक     apratispardhatmak
अप्रतिहत        apratihat
अप्रत्यक्ष  apratayaksha
अप्रत्यक्षता    apratayakshata
अप्रत्यय        apratayay
अप्रत्यायक  apratayayak
अप्रत्यार्पणीय      apratayaparneya
अप्रत्याशित       apartayashit
अप्रत्य्क्ष       apratyaksha
अप्रदत्त        apradat
अप्रदर्शनशील    apradarshanshel
अप्रधान   apradhan
अप्रभावनीय  aprabhavaneya
अप्रभावशाली       aprabhavashale
अप्रभावशील  aprabhavashel
अप्रभावित     aprabhavit
अप्रभावी        aprabhave
अप्रभाव्य     aprabhavya
अप्रभाव्यता       aprabhavyata
अप्रभेद्य     aprabhedya
अप्रमाण   apraman
अप्रमाणिकता       apramanikta
अप्रमाण्य     apramanya
अप्रयुक्त     aprayukta
अप्रयोग   aprayog
अप्रयोगात्मक    aprayogatmak
अप्रयोगावस्था aprayogavastha
अप्रयोज्य     aprayojya
अप्रवर्तनीय       apravartaneya
अप्रवर्ती     apravarte
अप्रवास   apravas
अप्रवासन        apravasan
अप्रवासियों       apravasiyon
अप्रवासी        apravase
अप्रवृत   apravrit
अप्रवेश्य     apraveshya
अप्रवेश्यता       apraveshyata
अप्रशंसनीय  aprashansaneya
अप्रशम्य        aprashamya
अप्रशिक्षित       aprashikshit
अप्रसन्न        aprasana
अप्रसन्नता  aprasanata
अप्रसन्नतापूर्वक        aprasanatapoorvak
अप्रसाद   aprasad
अप्रसार   aprasar
अप्रसारित     aprasarit
अप्रस्तुत     aprastut
अप्रस्न्न     aprasan
अप्राकाम्य  aprakamya
अप्राकृतिक  aprakritik
अप्राक्कथनीयता      aprakkthaneyata
अप्राप्त        aprapta
अप्राप्तलक्ष्य      apraptalakshya
अप्राप्तवय  apraptavaya
अप्राप्तवयस्क apraptavayask
अप्राप्य        aprapya
अप्राप्यता  aprapyata
अप्रायिक        aprayik
अप्रार्थित  aprarthit
अप्रासंगिक  aprasangik
अप्रासंगिकता    aprasangikta
अप्रिय      apriya
अप्रियता        apriyata
अप्रेंटिस     aprentis
अप्रेरक   aprerak
अप्रेरित        aprerit
अप्रेल      aprel
अप्रैल      aprail
अप्रोच      aproch
अप्रौढ़      apraud
अप्लाइड   aplaid
अप्लिकेशन     aplikeshan
अप्सरा      apsara
अप्सराएँ        apsaraen
अप्सराओं        apsaraon
अपढ़       apad
अफ  af
अफगान afgan
अफगानिस्तान       afganistan
अफगानी      afgane
अफगानों   afganon
अफजल    afajal
अफरा    afara
अफराना      afarana
अफवाह afvah
अफवाहें   afvahen
अफवाहों   afvahon
अफसर    afasar
अफसरशाही        afasarshahe
अफसरी afasare
अफसरों      afasaron
अफसाना      afasana
अफसोस afasos
अफारा afara
अफीम    afem
अफेयर्स   afeyars
अफ्रिका   afrika
अफ्रीकन   afrikan
अफ्रीका   afreka
अफ्रीकांस     afrekans
अफ्रीकियों  afrekiyon
अफ्रीकी   afreke
अब  aba
अबंधकित   abandhakit
अबकी    abake
अबके    abake
अबखाजिया        abkhajiya
अबतक    abatak
अबरार abarar
अबरी    abare
अबरक़    abarak
अबल       abal
अबला    abala
अबा       aba
अबाउट abaut
अबाध    abadh
अबाधित      abadhit
अबाबा ababa
अबिजान      abijan
अबीजीय      abejeya
अबीर    aber
अबीसीनिया     abeseniya
अबु       abu
अबुध    abudh
अबुल    abul
अबू       aboo
अबूजा aboja
अबूझ    aboojh
अबूझमाड़   abojhmad
अबूझा abojha
अबे       abe
अबै       abai
अबोध    abodha
अबोधता      abodhata
अबोध्य      abodhya
अबोध्यता        abodhyata
अब्जद abjad
अब्जिनी   abjine
अब्दाली   abdale
अब्दुर      abdur
अब्दुर्रहमान    abdurahman
अब्दुल      abdul
अब्दुल्ला     abdula
अब्दुल्लाह  abdulah
अब्बा aa
अब्बाजान        aajan
अब्बास      aas
अब्बासी   aase
अब्बे ae
अब्राम      abram
अब्राहम   abraham
अब्राह्मण     abrahaman
अब्रूज़ी   abrooze
अभंग    abhang
अभंजनीयता     abhanjaneyata
अभक्ति      abhakti
अभगत    abhagat
अभद्र abhadra
अभद्रता   abhadrata
अभय       abhay
अभयदान      abhaydan
अभयपत्र   abhaypatra
अभयपुर      abhaypur
अभयप्रद   abhayprad
अभयारण्य        abhyaranya
अभयारण्यों  abhyaranyon
अभर       abhar
अभरक    abharak
अभागा abhaga
अभागिन      abhagin
अभागिनि   abhagini
अभागी abhage
अभागे abhage
अभागों      abhagon
अभाग्य      abhagya
अभारित      abharit
अभाव    abhav
अभावग्रस्त  abhavgrasth
अभावात्मक     abhavatamak
अभावों      abhavon
अभास    abhas
अभि       abhi
अभिकरण      abhikaran
अभिकर्ता        abhikarta
अभिकर्ताओं  abhikartaon
अभिकर्मक        abhikarmak
अभिकर्मकों  abhikarmakon
अभिकलक      abhikalak
अभिकलन      abhikalan
अभिकल्प   abhikalp
अभिकल्पक        abhikalpak
अभिकल्पन        abhikalpan
अभिकल्पना     abhikalpana
अभिकल्पित     abhikalpit
अभिकारक   abhikarak
अभिक्रिया     abhikriya
अभिक्रियाएँ       abhikriyaen
अभिक्रियाएं       abhikriyaen
अभिक्रियाओं       abhikriyaon
अभिक्रियाशील    abhikriyashel
अभिक्षमता     abhikshamata
अभिगणना   abhigarana
अभिगम abhigam
अभिगमन      abhigaman
अभिगम्य   abhigamya
अभिगम्यता     abhigamyata
अभिग्रहण        abhigrahan
अभिग्रहणशील       abhigrahanshel
अभिघात      abhighat
अभिघातक   abhighatak
अभिघातज   abhighataj
अभिघातजन्य  abhighatajanya
अभिघातविज्ञान abhighatavigyan
अभिचार      abhichar
अभिजन abhijan
अभिजनक      abhijanak
अभिजात      abhijata
अभिजाततंत्र       abhijatatantra
अभिजातवाद     abhijatavad
अभिजाति   abhijati
अभिजातीयकरण       abhijateyakaran
अभिजात्य        abhijatya
अभिजित      abhijit
अभिजित्   abhijit
अभिजीत      abhijet
अभिज्ञ      abhigya
अभिज्ञता        abhigyata
अभिज्ञात        abhigyat
अभिज्ञान        abhigyan
अभित्रास        abhitras
अभिदत्त   abhihdat
अभिदाता   abhidata
अभिदान      abhidan
अभिदान      abhidan
अभिदायी   abhidaye
अभिद्रोह        abhidroh
अभिद्वार        abhidvar
अभिनंदन   abhinandan
अभिनंदी   abhinande
अभिनति      abhinati
अभिनन्दन        abhinandan
अभिनन्दनपत्र    abhinandanpatra
अभिनय abhinay
अभिनव abhinav
अभिनियम   abhiniyam
अभिनिर्णय     abhinirnay
अभिनिर्णायक       abhinirnayak
अभिनिर्धारण       abhinirdharan
अभिनिर्धारित    abhinirdharit
अभिनीत      abhinet
अभिनीति   abhineti
अभिनेट्री     abhinetre
अभिनेता   abhineta
अभिनेताओं     abhinetaon
अभिनेत्रियों    abhinetriyon
अभिनेत्री     abhinetre
अभिन्न      abhina
अभिन्यास        abhinyas
अभिप्राप्त  abhiprapt
अभिप्राप्य  abhiprapya
अभिप्राय        abhipray
अभिप्रायपूर्ण abhipraypoorn
अभिप्रायानुसार      abhiprayanusar
अभिप्रेत        abhipret
अभिप्रेरक     abhiprerak
अभिप्रेरण     abhipreran
अभिभव abhibhav
अभिभाव      abhibhav
अभिभावक   abhibhavak
अभिभावकता     abhibhavakta
अभिभावकहीन  abhibhavakhen
अभिभावकों     abhibhavakon
अभिभाषक   abhibhashak
अभिभाषण   abhibhashan
अभिभूत      abhiboot
अभिमंत्रित  abhimantrit
अभिमत abhimat
अभिमन्यु        abhimanyu
अभिमान      abhiman
अभिमानपूर्वक    abhimanpoorvak
अभिमानरहित  abhimanrahit
अभिमानी   abhimane
अभियंता   abhiyanta
अभियंताओं     abhiyantaon
अभियंत्रण     abhiyantran
अभियन्ता        abhiyanta
अभियांत्रिकी    abhiyantrike
अभियाचना        abhiyachana
अभियान      abhiyan
अभियानों        abhiyanon
अभियान्त्रिकी abhiyantrike
अभियुक्त        abhiyukt
अभियुक्ति     abhiyukti
अभियुक्तों  abhiyukton
अभियोक्ता     abhiyokta
अभियोक्तृ     abhiyoktra
अभियोक्त्री       abhiyoktre
अभियोगी   bhiyoge
अभियोजक   abhiyojak
अभियोजकीय     abhiyojakeya
अभियोजकों     abhiyojakon
अभियोजन   abhiyojan
अभियोजित        abhiyojit
अभियोज्य        abhiyojya
अभियोज्यता  abhiyojyata
अभिरंजक   abhiranjak
अभिरंजित        abhiranjit
अभिरक्षक        abhirakshak
अभिरक्षण        abhirakshan
अभिरक्षा        abhiraksha
अभिरक्षित     abhirakshit
अभिराम      abhiram
अभिरुचि   abhiroochi
अभिरूचि   abhiroochi
अभिलंबता        abhilambata
अभिलक्षण        abhilakshan
अभिलक्षणों  abhilakshanon
अभिलषित   abhilakshit
अभिलाष      abhilash
अभिलाषा   abhilasha
अभिलाषाओं     abhilashaon
अभिलाषित        abhilashit
अभिलाषी   abhilashe
अभिलाषीना     abhilashena
अभिलिखित        abhilikhit
अभिलेख      abhilekh
अभिलेखक   abhilekhak
अभिलेखन   abhilekhan
अभिलेखपाल     abhilekhpal
अभिलेखागार  abhilekhagar
अभिलेखाध्यक्ष abhilekhadhyaksh
अभिलेखानुसार    abhilekhanusar
अभिलेखित        abhilekhit
अभिलेखी   abhilekhe
अभिलेखीय        abhilekheya
अभिलेखों        abhilekhon
अभिवंद्य        abhihvandya
अभिवर्तक        abhivartak
अभिवर्धित     abhivardhit
अभिवर्धी        abhivarde
अभिवादन   abhivadan
अभिवादित        abhivadit
अभिवाद्य        abhivadya
अभिवाह      abhivah
अभिवाही   abhivahe
अभिविन्यास  abhivinyas
अभिवृत्ति     abhivriti
अभिवृद्धि     abhivridhi
अभिव्यंजक     abhivyanjak
अभिव्यंजकता       abhivyanjakta
अभिव्यंजना  abhivyanjana
अभिव्यंजनावाद abhivyanjanavad
अभिव्यंजनावादी      abhivyanjanavade
अभिव्यक्त     abhivyakt
अभिव्यक्ति  abhivyakti
अभिव्यक्तियाँ abhivyaktiyan
अभिव्यक्तियां abhivyaktiyan
अभिव्यक्तियों abhivyaktiyon
अभिव्यक्तिशील abhivyaktishel
अभिशंसन   abhishansan
अभिशप abhishap
अभिशप्त   abhishapt
अभिशाप      abhishap
अभिशापित        abhishapit
अभिशासन   abhishasan
अभिशासित        abhishasit
अभिषंगी   abhishange
अभिषद abhishad
अभिषिक्त        abhishikt
अभिषेक      abhishek
अभिषेक्ता     abhishekta
अभिसमय      abhisamay
अभिसरण      abhisaran
अभिसार      abhisar
अभिसारिका     abhisarika
अभिसारी   abhisare
अभिसूचक   abhisoochak
अभिस्वीकृति       abhisvekriti
अभिहस्तांकन       abhihastankan
अभिहस्तांतरक    abhihastantarak
अभिहित      abhihet
अभी       abhe
अभीत    abet
अभीप्सा   abhepsa
अभीप्सित        abhipsit
अभीप्सु   abhipsu
अभीर    abher
अभीष्ट      abhesht
अभूत    abhoot
अभूतपूर्व     abhotpoorva
अभेद    abhed
अभेद्य      abhedya
अभेद्यता        abhedyata
अभोगी abhoge
अभोजित      abhojit
अभोज्य      abhojya
अभ्यर्थियों       abhyarthiyon
अभ्यर्थी        abhyarthe
अभ्यस्त   abhyast
अभ्यारण   abhyaran
अभ्यारण्य     abhyaranya
अभ्यारोपणीय       abhyaropaneya
अभ्यारोप्य  abhyaropya
अभ्यावेदक     abhyavedak
अभ्यावेदन     abhyavedan
अभ्यास      abhyas
अभ्यासकार्य       abhyaskarya
अभ्यासगत        abhyasgat
अभ्यासों        abhyason
अभ्युदय   abhyudaya
अभ्रक ahrak
अभ्रांत   arant
अभ्रोत्थ        aroth
अमंगल amangal
अमंगलसूचक     amangalsoochak
अमकट    amakat
अमचूर amachur
अमजद    amajad
अमत्त amat
अमत्तता   amatata
अमन       aman
अमनपसंद   amanpasand
अमनपसंदवाद  amanpasandvad
अमनोहर      amanohar
अमर       amar
अमरकंटक   amarkantak
अमरकांत   amarkant
अमरकोष      amarkosh
अमरजीत      amarjet
अमरता amarta
अमरत्व      amaratva
अमरनाथ      amarnath
अमरपक्षी        amarpakshe
अमरपुर      amarpur
अमरबेल      amarbel
अमरसिंह   amarsinh
अमरा    amara
अमराचार्य     amaracharya
अमरापुरकर     amarapurkar
अमरावती   amaravate
अमरिंदर   amarindar
अमरिका      amarika
अमरिकी      amarike
अमरी    amare
अमरीकन      amarekan
अमरीका      amareka
अमरीकियों     amrekiyon
अमरीकी      amareke
अमरीश amaresh
अमरुद amarood
अमरूद amarood
अमरेन्द्र     amarendra
अमरेली      amarele
अमरेश amaresh
अमरेश्वर        amareshvar
अमरोहा      amaroha
अमरौली      amaroule
अमर्त्य   amatrya
अमर्यादा        amaryada
अमर्यादाशील       amaryadashel
अमर्यादित     amaryadit
अमर्ष amarsh
अमल       amal
अमलतास      amaltas
अमलतासी   amaltase
अमला    amala
अमशीनी      amashene
अमांडा      amanda
अमान    aman
अमानक amanak
अमानत amanat
अमाननीय   amananeya
अमानवीय   amanveya
अमानवीयता     amanveyata
अमाना amana
अमानी amane
अमानुषिकता  amanushikta
अमानुषी   amanushe
अमान्य      amanya
अमान्यकरण     amanyakaran
अमान्यकरणीय       amanykarneya
अमान्यता        amanyata
अमान्यताप्राप्त   amanyataprapt
अमार    amar
अमावस amavas
अमावस्या        amavasya
अमाशय amashya
अमिट    amit
अमित    amit
अमिता amita
अमिताभ      amitabh
अमित्र      amitra
अमित्रतापूर्ण amitratapoorna
अमित्रवत        amitravat
अमिय    amiya
अमिया amiya
अमिर    amir
अमिल    amil
अमी       ame
अमीचंद      amechand
अमीटर ametar
अमीन    amen
अमीना amena
अमीनाबाद        amenabad
अमीनो ameno
अमीबा ameba
अमीर    amer
अमीरात      amerat
अमीरी amere
अमीरों      ameron
अमुक    amuk
अमुक्त      amukt
अमुख    amuk
अमुद्रणीय     amudraneya
अमूत्रता        amootrata
अमूमन amooman
अमूर्त      amoort
अमूर्तता        amortata
अमूर्तन   amoortan
अमूर्तवाद     amortvad
अमूर्तवादी  amortvade
अमूल    amool
अमूलक amoolak
अमूल्य      amoolya
अमूल्यता        amolyata
अमृत    amrit
अमृतधारा        amritdhara
अमृतपुर   amritpur
अमृतमय      amritamay
अमृतराज   amritaraj
अमृतलाल   amritlal
अमृतवाणी        amritvane
अमृतसर      amritsar
अमृता amrita
अमृतेशय   amriteshya
अमेंडा      amenda
अमेजन amejan
अमेठना      amethana
अमेठी amethe
अमेरिकन   amerikan
अमेरिका   amerika
अमेरिकावासी       amerikavase
अमेरिकास        amerikas
अमेरिकियों  amerikiyon
अमेरिकी   amerike
अमेरिकीकरण  amerikekaran
अमेरीका   amereka
अमेल    amel
अमेज़न amezon
अमेज़िंग   amezing
अमोघ    amogh
अमोघवर्ष        amoghvarsh
अमोचनीय   amochaneya
अमोनियम   amoniyam
अमोनिया   amoniya
अमोल    amol
अमोला amola
अमोली amole
अमौखिक      amaukhik
अमौलिक      amaulik
अमौलिकता        amaulikata
अम्पायर   ampayar
अम्बर ambar
अम्बरीष   ambaresh
अम्बष्ठ   ambashth
अम्बा amba
अम्बार      ambar
अम्बाला   ambala
अम्बालिका     ambalika
अम्बिका   ambika
अम्बिकापुर  ambikapur
अम्बे ambe
अम्बेडकर        ambedkar
अम्मा amma
अम्माँ      amman
अम्मान      amman
अम्मी amme
अम्मोनियों  ammoniyon
अम्ल    amla
अम्लजन      amlajan
अम्लता      amlata
अम्लनाशक        amlanashak
अम्लपित्त     amlapit
अम्लमयता        amlamayata
अम्लमितीय     amlamiteya
अम्लरक्तता  amlaraktata
अम्लशूल   amlashool
अम्लान      amlan
अम्लापकर्षक       amlapakarshak
अम्लीकरण        amlekaran
अम्लीकरण्     amlekaran
अम्लीकृत        amlekrit
अम्लीभवन        amlebhavan
अम्लीय      amleya
अम्लीयता        amleyata
अम्लों      amlon
अम्हौरी   amhaure
अमज़द    amzad
अयंत्रचालित       ayantrachalit
अयंत्रित        ayantrit
अयथार्थ   ayatharth
अयथार्थता     ayatharthata
अयथार्थवाद  ayatharthavad
अयथार्थवादी       ayatharthavade
अयन       ayan
अयनांत      ayanant
अयश       ayash
अयशस्कर   ayashskar
अयस्क ayask
अयाजक ayajak
अयातुल्ला     ayatula
अयान    ayan
अयाना ayana
अयाल    ayal
अयुक्तता        ayuktata
अयुग्म      ayugma
अयुग्मक   ayugmak
अयुत    ayut
अयूथचर      ayoothachar
अयूब    ayoob
अयोग    ayog
अयोग्य      ayogya
अयोग्यता        ayogyata
अयोध्या   ayodhya
अयोध्याकाण्ड    ayodhyakand
अयोध्यासिंह       ayodhyasinh
अय्यर ayar
अय्याशी   ayashe
अय्यूब      ayoob
अर  ar
अरंजित      aranjit
अरंडी arade
अरक       arak
अरकांसास        arkansas
अरक्तक      araktak
अरक्तता   araktata
अरक्तताजन्य       araktatajanya
अरक्षणीय        arakshaneya
अरक्षात्मक  arakshatmak
अरक्षित   arakshit
अरक्षितता     arakshitata
अरगन    argan
अरचित archit
अरजिस्टरीकृत    arajistrekrit
अरण्डी      arande
अरण्य aranya
अरथ       arath
अरथी    arathe
